GOLDPOS	SID	TID	TOKEN	POS1	POS2
VVINF	53	5	gebrauchen	VVINF	VVFIN
_	53	6	sich	PRF	PRF
_	53	7	zu	PTKZU	PTKZU
_	53	8	bewahren	VVINF	VVINF
_	53	9	vor	APPR	APPR
_	53	10	der	ART	ART
_	53	11	Pestilenz	NN	NN
_	53	12	/	$(	$(
_	53	13	und	KON	KON
_	53	14	auch	ADV	ADV
KOUS	53	15	wann	PWAV	PWAV
_	53	16	es	PPER	PPER
_	53	17	die	ART	ART
_	53	18	Not	NN	NN
VVFIN	53	19	erfordert	VVFIN	VVPP
_	53	20	/	$(	$(
KOKOM	53	21	als	KOKOM	KON
KOUS	53	22	wann	PWAV	PWAV
PIS	53	23	einer	ART	PIS
_	53	24	mit	APPR	APPR
_	53	25	der	ART	ART
_	53	26	Gift	NN	NN
_	53	27	begriffen	VVPP	VVPP
_	53	28	ist	VAFIN	VAFIN
_	53	29	/	$(	$(
_	53	30	so	ADV	ADV
_	53	31	soll	VMFIN	VMFIN
_	53	32	er	PPER	PPER
_	53	33	davon	PAV	PAV
_	53	34	nehmen	VVINF	VVINF
_	53	35	als	KOKOM	KOKOM
_	53	36	möchte	VMFIN	VMFIN
_	53	37	ein	ART	ART
_	53	38	Quint	NE	NE
_	53	39	schwer	ADJD	ADJD
_	53	40	sein	VAINF	VAINF
_	53	41	/	$(	$(
_	53	42	der	ART	ART
_	53	43	über	APPR	APPR
_	53	44	dreißig	CARD	CARD
NN	53	45	Jahre	NE	NN
_	53	46	alt	ADJD	ADJD
_	53	47	ist	VAFIN	VAFIN
_	53	48	/	$(	$(
_	53	49	oder	KON	KON
_	53	50	ja	ADV	ADV
_	53	51	nicht	PTKNEG	PTKNEG
_	53	52	weit	ADJD	ADJD
_	53	53	davon	PAV	PAV
_	53	54	/	$(	$(
_	53	55	man	PIS	PIS
_	53	56	soll	VMFIN	VMFIN
_	53	57	es	PPER	PPER
_	53	58	aber	ADV	ADV
VVINF	53	59	gebrauchen	VVINF	VVFIN
_	53	60	mit	APPR	APPR
_	53	61	Melissenwasser	NN	NN
_	53	63	/	$(	$(
_	53	64	oder	KON	KON
_	53	65	mit	APPR	APPR
_	53	66	einem	ART	ART
_	53	67	guten	ADJA	ADJA
_	53	68	Weinessig	NN	NN
_	53	69	laulich	ADJD	ADJD
_	53	70	warm	ADJD	ADJD
_	53	71	oder	KON	KON
KOUS	53	72	so	ADV	ADV
_	53	73	er	PPER	PPER
_	53	74	Lust	NN	NN
_	53	75	hat	VAFIN	VAFIN
_	53	76	/	$(	$(
_	53	77	und	KON	KON
_	53	78	wollte	VMFIN	VMFIN
_	53	79	es	PPER	PPER
_	53	80	stärker	ADJD	ADJD
_	53	81	haben	VAFIN	VAFIN
_	53	82	/	$(	$(
_	53	83	so	ADV	ADV
VVFIN	53	84	lass	VVFIN	ADJD
_	53	85	er	PPER	PPER
PDAT	53	86	dasselbige	PDAT	ADJA
NN	53	87	Pulver	VVIMP	NN
_	53	88	mit	APPR	APPR
_	53	89	einem	ART	ART
_	53	90	guten	ADJA	ADJA
_	53	91	Theriak	NN	NN
_	53	92	/	$(	$(
_	53	93	oder	KON	KON
NN	53	94	Metridat	NE	NN
_	53	95	/	$(	$(
PRELS	53	96	welche	PWAT	PRELS
_	53	97	man	PIS	PIS
_	53	98	beides	PIS	PIS
ADV	53	99	gewöhnlich	ADJD	ADJD
_	53	100	in	APPR	APPR
_	53	101	der	ART	ART
_	53	102	Apoteken	NN	NN
_	53	103	findet	VVFIN	VVFIN
_	53	104	/	$(	$(
_	53	105	vermischen	VVINF	VVINF
_	53	106	/	$(	$(
_	53	107	und	KON	KON
_	53	108	also	ADV	ADV
_	53	109	gebrauchen	VVINF	VVINF
_	53	110	/	$(	$(
ADJD	53	111	ungefährlich	NE	ADJD
_	53	112	bei	APPR	APPR
_	53	113	einer	ART	ART
_	53	114	kleinen	ADJA	ADJA
_	53	115	Kastanie	NN	NN
_	53	116	groß	ADJD	ADJD
_	53	117	.	$.	$.
_	54	1	ich	PPER	PPER
_	54	2	hab	VAFIN	VAFIN
_	54	3	auch	ADV	ADV
_	54	4	lassen	VVINF	VVINF
VVINF	54	5	machen	VVINF	VVFIN
_	54	6	in	APPR	APPR
_	54	7	unserer	PPOSAT	PPOSAT
_	54	8	Apotheke	NN	NN
_	54	9	eine	ART	ART
_	54	10	sonderliche	ADJA	ADJA
_	54	11	harte	ADJA	ADJA
_	54	12	Latwerge	NN	NN
_	54	13	/	$(	$(
PAV	54	14	davon	ADV	PAV
_	54	15	soll	VMFIN	VMFIN
_	54	16	man	PIS	PIS
VVINF	54	17	nehmen	VVINF	VVFIN
_	54	18	bei	APPR	APPR
_	54	19	einem	ART	ART
NN	54	20	Quint	NE	NE
_	54	21	/	$(	$(
_	54	22	und	KON	KON
PDS	54	23	dieselbige	PDAT	ADJA
VVINF	54	24	zergehen	NE	VVINF
VVINF	54	25	lassen	VVINF	VVINF
_	54	26	in	APPR	APPR
_	54	27	einem	ART	ART
_	54	28	Essig	NN	NN
_	54	29	laulich	ADJD	ADJD
_	54	30	warm	ADJD	ADJD
_	54	31	/	$(	$(
_	54	32	und	KON	KON
_	54	33	also	ADV	ADV
_	54	34	austrinken	VVINF	VVINF
_	54	35	.	$.	$.
_	55	1	ich	PPER	PPER
_	55	2	weiß	VVFIN	VVFIN
_	55	3	auch	ADV	ADV
_	55	4	wohl	ADV	ADV
KOUS	55	5	dass	ART	KOUS
NE	55	6	Galenus	NN	NE
APPR	55	7	zu	PTKZU	APPR
_	55	8	Rom	NE	NE
PIAT	55	9	viele	ADV	PIAT
_	55	10	Leute	NN	NN
_	55	11	geredet	VVPP	VVPP
_	55	12	hat	VAFIN	VAFIN
_	55	13	von	APPR	APPR
_	55	14	der	ART	ART
_	55	15	Pestilenz	NN	NN
_	55	16	/	$(	$(
_	55	17	und	KON	KON
_	55	18	wenn	KOUS	KOUS
_	55	19	sie	PPER	PPER
_	55	20	schon	ADV	ADV
_	55	21	begriffen	VVPP	VVPP
_	55	22	sind	VAFIN	VAFIN
_	55	23	gewesen	VAPP	VAPP
_	55	24	/	$(	$(
_	55	25	allein	ADV	ADV
_	55	26	mit	APPR	APPR
_	55	27	dem	ART	ART
FM	55	28	bolo	NE	NE
FM	55	29	Armenia	NE	NE
_	55	30	.	$.	$.
_	56	1	ich	PPER	PPER
_	56	2	bekenne	VVFIN	VVFIN
_	56	3	auch	ADV	ADV
KOUS	56	4	dass	ART	KOUS
PDS	56	5	derselbige	ART	ADJA
_	56	6	ganz	ADV	ADV
_	56	7	nützlich	ADJD	ADJD
_	56	8	wäre	VAFIN	VAFIN
_	56	9	/	$(	$(
KOUS	56	10	so	ADV	ADV
_	56	11	man	PIS	PIS
ADJA	56	12	rechtschaffene	ADJD	ADJA
VAINF	56	13	haben	VAFIN	VAINF
_	56	14	möchte	VMFIN	VMFIN
_	56	15	.	$.	$.
_	57	1	ich	PPER	PPER
VVFIN	57	2	verwundere	ADJA	VVFIN
PRF	57	3	mich	PPER	PRF
KOUS	57	4	dass	ART	KOUS
_	57	5	man	PIS	PIS
_	57	6	so	ADV	ADV
_	57	7	gar	ADV	ADV
_	57	8	keinen	PIAT	PIAT
_	57	9	Fleiß	NN	NN
_	57	10	darauf	PAV	PAV
_	57	11	wendet	VVFIN	VVFIN
_	57	12	/	$(	$(
PRELS	57	13	welches	PRELS	PWS
_	57	14	viel	ADV	ADV
_	57	15	besser	ADJD	ADJD
_	57	16	wäre	VAFIN	VAFIN
_	57	17	/	$(	$(
_	57	18	dann	ADV	ADV
PIAT	57	19	viel	ADV	PIAT
_	57	20	Gutes	NN	NN
_	57	21	/	$(	$(
_	57	22	ich	PPER	PPER
ADV	57	23	geschweige	KON	ADV
PIS	57	24	etwas	PIS	ADV
ADV	57	25	anderes	ADV	PIS
_	57	26	.	$.	$.
KOUS	58	1	dieweil	FM	ADV
APPR	58	2	in	FM	APPR
PDS	58	3	Demselbigen	FM	NN
PIAT	58	4	viel	FM	PIAT
NN	58	5	Betrugs	FM	NN
VAFIN	58	6	ist	FM	VAFIN
_	58	7	/	$(	$(
ADV	58	8	so	FM	ADV
VMFIN	58	9	will	FM	VMFIN
PPER	58	10	ich	FM	PPER
ART	58	11	ein	FM	ART
NN	58	12	Pulver	FM	NN
VVINF	58	13	anzeigen	FM	VVINF
_	58	14	/	$(	$(
PRELS	58	15	welches	FM	PWS
VMFIN	58	16	möchte	FM	VMFIN
APPR	58	17	für	FM	APPR
PDS	58	18	dasselbige	FM	NN
VVPP	58	19	gebraucht	FM	VVPP
VAINF	58	20	werden	FM	VAFIN
APPRART	58	21	zur	FM	APPRART
_	58	22	Not	NN	NN
_	58	23	.	$.	$.
FM	58	24	R.	FM	NE
FM	58	25	radicum	FM	NN
FM	58	26	dictamni	FM	NE
_	58	27	,	$,	$,
FM	58	28	tormentillæ	FM	NE
_	58	29	,	$,	$,
FM	58	30	pimpinellæ	FM	NE
_	58	31	,	$,	$,
FM	58	32	zecaoriæ	FM	NE
_	58	33	,	$,	$,
FM	58	34	gentianæ	FM	NE
_	58	35	,	$,	$,
FM	58	36	tunicæ	FM	NE
_	58	37	,	$,	$,
FM	58	38	serpentariæ	FM	NE
_	58	39	,	$,	$,
FM	58	40	angelicæ	FM	NE
FM	58	41	ana	FM	NE
FM	58	42	℥	FM	NN
_	58	43	.	$.	$.
FM	58	44	s	FM	ADV
$.	58	45	.	$.	NE
FM	58	46	boli	FM	NE
FM	58	47	Armeniæ	FM	NE
FM	58	48	uulgaris	FM	NE
FM	58	49	præparatæ	FM	NE
FM	58	50	℥.	FM	ADJA
CARD	58	51	1.	FM	ADJA
FM	58	52	terræ	FM	NE
FM	58	53	Leminæ	FM	NE
FM	58	54	z	FM	APPRART
CARD	58	55	3.	FM	ADJA
FM	58	56	aloes	FM	NE
FM	58	57	hepaticæ	FM	NE
_	58	58	,	$,	$,
FM	58	59	mirhæ	FM	NE
FM	58	60	ana.	FM	NE
FM	58	61	℥.	FM	NN
FM	58	62	s.	FM	ADV
FM	58	63	croci	FM	NE
FM	58	64	z.	FM	APPRART
CARD	58	65	1.	FM	ADJA
FM	58	66	mastiches	FM	NN
FM	58	67	z.	FM	APPRART
CARD	58	68	2.	FM	ADJA
FM	58	69	Rhapontici	FM	NE
KON	58	70	&	$(	KON
FM	58	71	rhabarbaræ	FM	NE
FM	58	72	ana	FM	NE
FM	58	73	z.	FM	APPRART
FM	58	74	1.	FM	ADJA
FM	58	75	s.	FM	ADV
FM	58	76	hæc	FM	NE
FM	58	77	omnia	FM	NE
FM	58	78	qua̍m	FM	NN
FM	58	79	subtilissime̍	FM	NN
FM	58	80	trita	FM	NE
FM	58	81	commisceantur	FM	NN
_	58	82	.	$.	$.
_	59	1	davon	PAV	PAV
KOUS	59	2	wann	PWAV	PWAV
PIS	59	3	einer	ART	PIS
_	59	4	sich	PRF	PRF
_	59	5	bewahren	VVINF	VVINF
_	59	6	will	VMFIN	VMFIN
_	59	7	/	$(	$(
_	59	8	soll	VMFIN	VMFIN
_	59	9	er	PPER	PPER
VVINF	59	10	nehmen	VVINF	VVFIN
_	59	11	bei	APPR	APPR
_	59	12	einem	ART	ART
NN	59	13	Quentin	NN	NE
_	59	14	/	$(	$(
_	59	15	um	APPR	APPR
_	59	16	den	ART	ART
_	59	17	dritten	ADJA	ADJA
_	59	18	Tag	NN	NN
_	59	19	des	ART	ART
ADV	59	20	Morgens	ADV	NN
_	59	21	/	$(	$(
_	59	22	mit	APPR	APPR
_	59	23	einem	ART	ART
_	59	24	warmen	ADJA	ADJA
_	59	25	Wein	NN	NN
_	59	26	.	$.	$.
PDS	60	1	dasselbige	PDAT	NN
_	60	2	mag	VMFIN	VMFIN
_	60	3	er	PPER	PPER
_	60	4	auch	ADV	ADV
_	60	5	tun	VVINF	VVINF
_	60	6	/	$(	$(
_	60	7	so	ADV	ADV
_	60	8	er	PPER	PPER
_	60	9	mit	APPR	APPR
_	60	10	der	ART	ART
_	60	11	Gift	NN	NN
_	60	12	begriffen	VVPP	VVPP
_	60	13	ist	VAFIN	VAFIN
_	60	14	.	$.	$.
_	61	1	doch	KON	KON
_	61	2	wird	VAFIN	VAFIN
_	61	3	ein	ART	ART
_	61	4	jedermann	PIS	PIS
_	61	5	eines	ART	ART
_	61	6	guten	ADJA	ADJA
_	61	7	Arztes	NN	NN
_	61	8	in	APPR	APPR
_	61	9	dieser	PDAT	PDAT
_	61	10	Sache	NN	NN
_	61	11	wohl	ADV	ADV
VVINF	61	12	bedürfen	VVFIN	VVINF
_	61	13	.	$.	$.
KOUS	62	1	wann	PWAV	PWAV
PIS	62	2	einer	ART	PIS
_	62	3	auf	APPR	APPR
PDAT	62	4	dies	PDS	PDAT
_	62	5	Mal	NN	NN
_	62	6	eine	ART	ART
NN	62	7	Arznei	NE	NN
_	62	8	gebraucht	VVPP	VVPP
_	62	9	hat	VAFIN	VAFIN
_	62	10	/	$(	$(
_	62	11	wie	KOKOM	KOKOM
_	62	12	zuvor	ADV	ADV
_	62	13	angezeigt	VVPP	VVPP
_	62	14	/	$(	$(
_	62	15	soll	VMFIN	VMFIN
_	62	16	er	PPER	PPER
_	62	17	keinerlei	PIAT	PIAT
NN	62	18	Weise	VVFIN	NN
_	62	19	schlafen	VVINF	VVINF
_	62	20	/	$(	$(
KON	62	21	sondern	APPR	KON
_	62	22	allen	PIAT	PIAT
_	62	23	Fleiß	NN	NN
PAV	62	24	darzu	PTKVZ	ADV
_	62	25	tun	VVINF	VVINF
KOUS	62	26	dass	ART	KOUS
_	62	27	er	PPER	PPER
_	62	28	wohl	ADV	ADV
_	62	29	möchte	VMFIN	VMFIN
_	62	30	schwitzen	VVINF	VVINF
_	62	31	.	$.	$.
_	63	1	dann	ADV	ADV
PDS	63	2	das	ART	PDS
_	63	3	ist	VAFIN	VAFIN
_	63	4	nicht	PTKNEG	PTKNEG
_	63	5	ein	ART	ART
_	63	6	kleiner	ADJA	ADJA
_	63	7	Vorteil	NN	NN
_	63	8	/	$(	$(
_	63	9	und	KON	KON
PDS	63	10	das	ART	PDS
_	63	11	soll	VMFIN	VMFIN
_	63	12	er	PPER	PPER
_	63	13	auch	ADV	ADV
_	63	14	tun	VVINF	VVINF
_	63	15	/	$(	$(
KOUS	63	16	so	ADV	ADV
_	63	17	er	PPER	PPER
_	63	18	sich	PRF	PRF
VVFIN	63	19	vermutet	VVFIN	VVPP
_	63	20	/	$(	$(
KOUS	63	21	dass	ART	KOUS
_	63	22	er	PPER	PPER
_	63	23	möchte	VMFIN	VMFIN
VVPP	63	24	vergiftet	NN	VVPP
_	63	25	sein	VAINF	VAINF
_	63	26	.	$.	$.
KOUS	64	1	dieweil	KOUS	ADV
_	64	2	solche	PIAT	PIAT
_	64	3	Arznei	NN	NN
_	64	4	auch	ADV	ADV
_	64	5	in	APPR	APPR
PIAT	64	6	etlichen	ADJA	PIAT
_	64	7	Fiebern	NN	NN
_	64	8	dienen	VVINF	VVINF
_	64	9	möchten	VMFIN	VMFIN
_	64	10	/	$(	$(
KOUS	64	11	so	ADV	ADV
_	64	12	sie	PPER	PPER
ADJD	64	13	ordentlich	ADJD	ADJD
_	64	14	gegeben	VVPP	VVPP
_	64	15	werden	VAINF	VAINF
_	64	16	.	$.	$.
KOUS	65	1	so	ADV	ADV
_	65	2	aber	ADV	ADV
PIS	65	3	einer	ART	PIS
_	65	4	nicht	PTKNEG	PTKNEG
_	65	5	bald	ADV	ADV
_	65	6	schwitzen	VVINF	VVINF
_	65	7	könnte	VMFIN	VMFIN
_	65	8	/	$(	$(
_	65	9	so	ADV	ADV
_	65	10	lege	VVFIN	VVFIN
_	65	11	man	PIS	PIS
_	65	12	den	ART	ART
_	65	13	Kranken	NN	NN
_	65	14	in	APPR	APPR
_	65	15	ein	ART	ART
ADJD	65	16	neu	ADJA	ADJD
_	65	17	gewaschenes	ADJA	ADJA
_	65	18	Bett	NN	NN
_	65	19	/	$(	$(
_	65	20	und	KON	KON
_	65	21	decke	VVFIN	VVFIN
PPER	65	22	ihn	APPR	PPER
_	65	23	wohl	ADV	ADV
_	65	24	warm	ADJD	ADJD
PTKVZ	65	25	zu	PTKZU	PTKVZ
_	65	26	/	$(	$(
_	65	27	und	KON	KON
_	65	28	lege	VVFIN	VVFIN
_	65	29	ihm	PPER	PPER
APPR	65	30	zu	PTKZU	APPR
_	65	31	den	ART	ART
_	65	32	Füßen	NN	NN
_	65	33	warme	ADJA	ADJA
NN	65	34	Ziegel	VVIMP	NN
_	65	35	/	$(	$(
_	65	36	als	KOKOM	KOKOM
_	65	37	warm	ADJD	ADJD
_	65	38	er	PPER	PPER
_	65	39	sie	PPER	PPER
_	65	40	leiden	VVINF	VVINF
_	65	41	kann	VMFIN	VMFIN
_	65	42	in	APPR	APPR
_	65	43	nasse	ADJA	ADJA
_	65	44	Tüchlein	NN	NN
_	65	45	gewickelt	VVPP	VVPP
_	65	46	/	$(	$(
_	65	47	darauf	PAV	PAV
_	65	48	soll	VMFIN	VMFIN
_	65	49	der	ART	ART
NN	65	50	Kranke	ADJD	NN
_	65	51	die	ART	ART
NN	65	52	Füße	NE	NN
_	65	53	halten	VVINF	VVINF
_	65	54	/	$(	$(
PRELS	65	55	welches	PRELS	PWS
_	65	56	nicht	PTKNEG	PTKNEG
_	65	57	allein	ADV	ADV
_	65	58	zum	APPRART	APPRART
_	65	59	Schweiß	NN	NN
_	65	60	hilft	VVFIN	VVFIN
_	65	61	/	$(	$(
_	65	62	sondern	KON	KON
_	65	63	auch	ADV	ADV
_	65	64	die	ART	ART
_	65	65	Gift	NN	NN
_	65	66	vom	APPRART	APPRART
_	65	67	Herzen	NN	NN
VVFIN	65	68	abzieht	NN	VVFIN
_	65	69	.	$.	$.
_	66	1	Es	PPER	PPER
_	66	2	kommt	VVFIN	VVFIN
_	66	3	aber	ADV	ADV
_	66	4	oftmals	ADV	ADV
_	66	5	/	$(	$(
KOUS	66	6	dass	ART	KOUS
_	66	7	der	ART	ART
_	66	8	Kranke	NN	NN
_	66	9	die	ART	ART
NN	66	10	Arznei	NE	NN
_	66	11	von	APPR	APPR
_	66	12	sich	PRF	PRF
_	66	13	gibt	VVFIN	VVFIN
_	66	14	/	$(	$(
_	66	15	und	KON	KON
VVFIN	66	16	undäut	NE	VVFIN
_	66	17	sich	PRF	PRF
_	66	18	/	$(	$(
_	66	19	so	ADV	ADV
_	66	20	soll	VMFIN	VMFIN
_	66	21	man	PIS	PIS
_	66	22	ihm	PPER	PPER
_	66	23	zum	APPRART	APPRART
ADV	66	24	Anderen	ADJA	PIS
_	66	25	/	$(	$(
_	66	26	auch	ADV	ADV
KOUS	66	27	so	ADV	ADV
_	66	28	es	PPER	PPER
_	66	29	von	APPR	APPR
NN	66	30	Nöten	VVINF	NN
_	66	31	sein	VAINF	VAINF
_	66	32	wird	VAFIN	VAFIN
_	66	33	zum	APPRART	APPRART
CARD	66	34	dritten	CARD	ADJA
_	66	35	Mal	NN	NN
_	66	36	neue	ADJA	ADJA
NN	66	37	Arznei	NE	NN
VVINF	66	38	geben	VVINF	VVFIN
_	66	39	von	APPR	APPR
_	66	40	den	ART	ART
NN	66	41	Vorigen	ADJA	NN
_	66	42	/	$(	$(
_	66	43	so	ADV	ADV
_	66	44	lang	ADJD	ADJD
_	66	45	er	PPER	PPER
_	66	46	es	PPER	PPER
_	66	47	bei	APPR	APPR
PRF	66	48	ihm	APPRART	PPER
_	66	49	behalten	VVINF	VVINF
VMFIN	66	50	könnte	VVFIN	VMFIN
_	66	51	/	$(	$(
ADV	66	52	dann	ADV	ADV
KOUS	66	53	wo	PWAV	PWAV
_	66	54	die	ART	ART
NN	66	55	Arznei	NE	NN
_	66	56	bei	APPR	APPR
_	66	57	ihm	PPER	PPER
_	66	58	bleibt	VVFIN	VVFIN
_	66	59	/	$(	$(
VAFIN	66	60	ist	VVFIN	VAFIN
_	66	61	es	PPER	PPER
_	66	62	eine	ART	ART
_	66	63	gute	ADJA	ADJA
_	66	64	Hoffnung	NN	NN
_	66	65	/	$(	$(
_	66	66	das	ART	ART
_	66	67	Gegenteil	NN	NN
_	66	68	aber	ADV	ADV
_	66	69	soll	VMFIN	VMFIN
_	66	70	man	PIS	PIS
VVINF	66	71	halten	VVINF	VVFIN
KOUS	66	72	wo	PWAV	PWAV
_	66	73	nichts	PIS	PIS
_	66	74	bei	APPR	APPR
_	66	75	ihm	PPER	PPER
_	66	76	bleibt	VVFIN	VVFIN
_	66	77	.	$.	$.
_	67	1	dann	ADV	ADV
_	67	2	die	ART	ART
_	67	3	Gift	NN	NN
_	67	4	ist	VAFIN	VAFIN
PTKA	67	5	zu	PTKZU	PTKA
_	67	6	gewaltig	ADJD	ADJD
_	67	7	/	$(	$(
_	67	8	und	KON	KON
_	67	9	die	ART	ART
NN	67	10	Arzenei	NE	NN
PTKA	67	11	zu	PTKZU	PTKA
ADJD	67	12	schwach	VVIMP	ADJD
_	67	13	.	$.	$.
KOUS	68	1	so	ADV	ADV
_	68	2	er	PPER	PPER
_	68	3	aber	ADV	ADV
_	68	4	wohl	ADV	ADV
_	68	5	schwitzt	VVFIN	VVFIN
_	68	6	/	$(	$(
VVFIN	68	7	schaue	NN	VVFIN
_	68	8	man	PIS	PIS
_	68	9	darauf	PAV	PAV
_	68	10	/	$(	$(
KOUS	68	11	dass	ART	KOUS
_	68	12	er	PPER	PPER
_	68	13	nicht	PTKNEG	PTKNEG
_	68	14	kalt	ADJD	ADJD
_	68	15	werde	VAFIN	VAFIN
_	68	16	/	$(	$(
_	68	17	dann	ADV	ADV
_	68	18	der	ART	ART
_	68	19	Schweiß	NN	NN
KOUS	68	20	so	ADV	ADV
_	68	21	über	APPR	APPR
_	68	22	vier	CARD	CARD
_	68	23	Stunden	NN	NN
VVFIN	68	24	währt	VAFIN	VVFIN
_	68	25	/	$(	$(
_	68	26	und	KON	KON
ADV	68	27	etwas	PIS	ADV
_	68	28	länger	ADJD	ADJD
_	68	29	/	$(	$(
_	68	30	nach	APPR	APPR
_	68	31	der	ART	ART
_	68	32	Gelegenheit	NN	NN
_	68	33	/	$(	$(
_	68	34	und	KON	KON
_	68	35	Kraft	NN	NN
_	68	36	des	ART	ART
_	68	37	Kranken	NN	NN
_	68	38	/	$(	$(
_	68	39	dann	ADV	ADV
_	68	40	man	PIS	PIS
_	68	41	muss	VMFIN	VMFIN
_	68	42	ihm	PPER	PPER
VVINF	68	43	helfen	VVINF	VVFIN
_	68	44	mit	APPR	APPR
_	68	45	Herzwassern	NN	NN
_	68	46	,	$,	$,
_	68	47	/	$(	$(
_	68	48	als	KOKOM	KOKOM
TRUNC	68	49	Boragen-	ADJA	TRUNC
_	68	50	/	$(	$(
_	68	51	und	KON	KON
_	68	52	Ochsenzungenwasser	NN	NN
_	68	53	/	$(	$(
_	68	54	mit	APPR	APPR
_	68	55	einem	ART	ART
_	68	56	roten	ADJA	ADJA
_	68	57	Scharlach	NN	NN
_	68	58	/	$(	$(
_	68	59	oder	KON	KON
_	68	60	mit	APPR	APPR
_	68	61	einem	ART	ART
_	68	62	Leinentüchlein	NN	NN
_	68	63	auflegen	VVINF	VVINF
_	68	64	/	$(	$(
_	68	65	und	KON	KON
KOUS	68	66	wann	PWAV	PWAV
_	68	67	es	PPER	PPER
ADJD	68	68	trucken	VVINF	VVINF
_	68	69	ist	VAFIN	VAFIN
_	68	70	worden	VAPP	VAPP
_	68	71	/	$(	$(
_	68	72	soll	VMFIN	VMFIN
_	68	73	man	PIS	PIS
_	68	74	es	PPER	PPER
_	68	75	wiederum	ADV	ADV
VVINF	68	76	netzen	VVINF	VVFIN
_	68	77	.	$.	$.
ADJD	69	1	inwendig	ADJD	ADJD
_	69	2	sind	VAFIN	VAFIN
_	69	3	auch	ADV	ADV
_	69	4	gut	ADJD	ADJD
APPR	69	5	zu	PTKZU	APPR
_	69	6	Stärkung	NN	NN
FM	69	7	manus	NE	NE
_	69	8	Christi	NE	NE
FM	69	9	perlatae	NE	NE
_	69	10	,	$,	$,
_	69	11	eingemachte	ADJA	ADJA
_	69	12	Violen	NN	NN
_	69	13	/	$(	$(
_	69	14	Rosen	NN	NN
_	69	15	/	$(	$(
_	69	16	Boragenblumen	NN	NN
_	69	17	/	$(	$(
_	69	18	und	KON	KON
_	69	19	dergleichen	PIS	PIS
_	69	20	/	$(	$(
KOUS	69	21	damit	PAV	KOUS
_	69	22	man	PIS	PIS
_	69	23	dem	ART	ART
_	69	24	Kranken	NN	NN
_	69	25	in	APPR	APPR
_	69	26	seinem	PPOSAT	PPOSAT
_	69	27	Schweißbad	NN	NN
_	69	28	hilflich	ADJD	ADJD
_	69	29	mag	VMFIN	VMFIN
_	69	30	sein	VAINF	VAINF
_	69	31	.	$.	$.
PAV	70	1	darzu	PAV	ADV
VVFIN	70	2	dienen	VVINF	VVFIN
_	70	3	auch	ADV	ADV
_	70	4	in	APPR	APPR
_	70	5	der	ART	ART
NN	70	6	Speise	VVIMP	NN
_	70	7	weiche	ADJA	ADJA
NN	70	8	Eier	VVIMP	NN
_	70	9	/	$(	$(
NN	70	10	Hühnersuppen	NE	NN
_	70	11	/	$(	$(
_	70	12	ein	ART	ART
ADJA	70	13	gestoßenes	VVPP	ADJA
ADJA	70	14	junges	ADJD	ADJA
NN	70	15	Huhn	NE	NN
_	70	16	/	$(	$(
FM	70	17	et cetera	ADV	FM
ADV	71	1	auch	FM	ADV
VMFIN	71	2	mag	FM	VMFIN
PIS	71	3	man	FM	PIS
PIS	71	4	solches	FM	PIS
APPR	71	5	in	FM	APPR
ART	71	6	der	FM	ART
NN	71	7	Apotheke	FM	NN
VVINF	71	8	machen	FM	VVINF
_	71	9	lassen	VVINF	VVINF
_	71	10	.	$.	$.
FM	71	11	R.	FM	NE
FM	71	12	florum	FM	NN
FM	71	13	rosarum	FM	ADJD
FM	71	14	purpurearum	FM	NN
_	71	15	,	$,	$,
FM	71	16	uiolarum	FM	NN
_	71	17	,	$,	$,
FM	71	18	nenufaris	FM	NE
FM	71	19	ana	FM	NE
FM	71	20	z	FM	APPRART
FM	71	21	2.	FM	ADJA
FM	71	22	santalorum	FM	NN
FM	71	23	alborum	FM	NN
KON	71	24	&	$(	KON
FM	71	25	rubeorum	FM	NN
_	71	26	,	$,	$,
FM	71	27	coralli	FM	NE
FM	71	28	rubei	FM	NE
_	71	29	,	$,	$,
FM	71	30	cinnamomi	FM	NE
_	71	31	,	$,	$,
FM	71	32	charyophyllorum	FM	NN
FM	71	33	ana	FM	NE
FM	71	34	z	FM	APPRART
FM	71	35	3.	FM	ADJA
FM	71	36	ossis	FM	NN
FM	71	37	de	FM	NE
FM	71	38	cornu	FM	NE
FM	71	39	cerui	FM	NE
_	71	40	,	$,	$,
FM	71	41	agallo	FM	NE
FM	71	42	chi	FM	NE
_	71	43	,	$,	$,
FM	71	44	croci	FM	NE
_	71	45	,	$,	$,
FM	71	46	ana	FM	NE
FM	71	47	z	FM	ADJA
FM	71	48	s.	FM	ADV
FM	71	49	demi.	FM	ADJA
FM	71	50	Acesosæ	FM	NE
FM	71	51	scrip	FM	NE
_	71	52	.	$.	$.
FM	72	1	2.	FM	ADJA
FM	72	2	caphiuræ	FM	NN
FM	72	3	grana	FM	NE
FM	72	4	2	FM	CARD
FM	72	5	horum	FM	NN
FM	72	6	pulueres	FM	ADJA
FM	72	7	aquarum	FM	NN
FM	72	8	boraginis	FM	NE
_	72	9	,	$,	$,
FM	72	10	et	FM	FM
FM	72	11	buglossæ	FM	NE
FM	72	12	lib.	FM	NE
FM	72	13	2.	FM	ADJA
KON	72	14	&	$(	KON
FM	72	15	aceti	FM	NE
FM	72	16	rosacei	FM	NE
FM	72	17	1.	FM	ADJA
FM	72	18	commisceantur	FM	NN
