GOLDPOS	SID	TID	TOKEN	POS1	POS2
_	34	27	man	PIS	PIS
_	34	28	vor	APPR	APPR
_	34	29	allen	PIAT	PIAT
_	34	30	Dingen	NN	NN
ADV	34	31	erstlich	ADV	ADJD
_	34	32	fleißig	ADJD	ADJD
_	34	33	und	KON	KON
_	34	34	ernstlich	ADJD	ADJD
VVINF	34	35	beten	VVFIN	VVINF
_	34	36	und	KON	KON
_	34	37	ihn	PPER	PPER
_	34	38	um	APPR	APPR
_	34	39	gnädige	ADJA	ADJA
_	34	40	Verzeihung	NN	NN
_	34	41	unserer	PPOSAT	PPOSAT
_	34	42	Sünden	NN	NN
_	34	43	bitten	VVINF	VVINF
_	34	44	/	$(	$(
_	34	45	wie	KOKOM	KOKOM
_	34	46	Gott	NN	NN
_	34	47	selbst	ADV	ADV
_	34	48	befohlen	VVPP	VVPP
_	34	49	.	$.	$.
_	35	1	zum	APPRART	APPRART
PIS	35	2	anderen	ADJA	PIS
_	35	3	so	ADV	ADV
_	35	4	hat	VAFIN	VAFIN
_	35	5	auch	ADV	ADV
_	35	6	Gott	NN	NN
_	35	7	der	ART	ART
_	35	8	Herr	NN	NN
_	35	9	liebliche	ADJA	ADJA
_	35	10	Arznei	NN	NN
_	35	11	in	APPR	APPR
_	35	12	allerlei	PIAT	PIAT
NN	35	13	Nöten	VVINF	NN
_	35	14	zu	PTKZU	PTKZU
_	35	15	brauchen	VVINF	VVINF
_	35	16	befohlen	VVPP	VVPP
_	35	17	/	$(	$(
APPR	35	18	zu	PTKZU	APPR
_	35	19	Erhaltung	NN	NN
_	35	20	menschliches	ADJA	ADJA
_	35	21	Leibes	NN	NN
_	35	22	.	$.	$.
_	36	1	weil	KOUS	KOUS
_	36	2	aber	ADV	ADV
_	36	3	die	ART	ART
_	36	4	Pestilenz	NN	NN
_	36	5	an	APPR	APPR
_	36	6	einen	ART	ART
_	36	7	Menschen	NN	NN
_	36	8	ehe	KOUS	KOUS
_	36	9	er	PPER	PPER
PRF	36	10	sich	PPER	PRF
_	36	11	es	PPER	PPER
_	36	12	versieht	VVFIN	VVFIN
ADJD	36	13	geschwind	ADJA	ADJD
_	36	14	anfällt	VVFIN	VVFIN
_	36	15	/	$(	$(
_	36	16	und	KON	KON
_	36	17	zwar	ADV	ADV
_	36	18	an	APPR	APPR
_	36	19	einem	ART	ART
_	36	20	immer	ADV	ADV
_	36	21	eher	ADV	ADV
_	36	22	als	KOKOM	KOKOM
_	36	23	an	APPR	APPR
_	36	24	den	ART	ART
PIS	36	25	anderen	ADJA	PIS
_	36	26	/	$(	$(
_	36	27	als	KOKOM	KOKOM
_	36	28	ist	VAFIN	VAFIN
_	36	29	nötig	ADJD	ADJD
_	36	30	zu	PTKZU	PTKZU
_	36	31	wissen	VVINF	VVINF
_	36	32	/	$(	$(
_	36	33	dass	KOUS	KOUS
_	36	34	sich	PRF	PRF
_	36	35	in	APPR	APPR
PDAT	36	36	solcher	PIAT	PIAT
_	36	37	Zeit	NN	NN
_	36	38	und	KON	KON
_	36	39	Not	NN	NN
_	36	40	folgende	ADJA	ADJA
_	36	41	Personen	NN	NN
_	36	42	in	APPR	APPR
_	36	43	Eile	NN	NN
VVINF	36	44	wegmachen	PTKVZ	VVINF
_	36	45	/	$(	$(
_	36	46	als	KOKOM	KOKOM
_	36	47	junge	ADJA	ADJA
_	36	48	Leute	NN	NN
_	36	49	/	$(	$(
_	36	50	Jungfrauen	NN	NN
_	36	51	/	$(	$(
ADJA	36	52	schwangere	NN	ADJA
_	36	53	Weiber	NN	NN
_	36	54	und	KON	KON
ADJA	36	55	furchtsame	NN	ADJA
_	36	56	Leute	NN	NN
_	36	57	/	$(	$(
_	36	58	und	KON	KON
PDS	36	59	dergleichen	PIS	PIS
_	36	60	/	$(	$(
KON	36	61	denn	ART	KON
PDS	36	62	dieselben	PDAT	PDS
VVFIN	36	64	bekommen	VVINF	VVFIN
_	36	65	es	PPER	PPER
_	36	66	gar	ADV	ADV
ADV	36	67	leichtlich	ADJD	ADV
_	36	68	/	$(	$(
_	36	69	man	PIS	PIS
_	36	70	soll	VMFIN	VMFIN
_	36	71	auch	ADV	ADV
_	36	72	verdächtige	ADJA	ADJA
_	36	73	Orte	NN	NN
_	36	74	/	$(	$(
_	36	75	Häuser	NN	NN
_	36	76	und	KON	KON
_	36	77	Personen	NN	NN
_	36	78	meiden	VVINF	VVINF
_	36	79	/	$(	$(
_	36	80	mit	APPR	APPR
_	36	81	ihnen	PPER	PPER
_	36	82	nicht	PTKNEG	PTKNEG
_	36	83	essen	VVINF	VVINF
_	36	84	/	$(	$(
VVINF	36	85	trinken	VVFIN	VVINF
_	36	86	oder	KON	KON
ADV	36	87	sonsten	ADV	NN
_	36	88	umgehen	VVINF	VVINF
_	36	89	/	$(	$(
_	36	90	man	PIS	PIS
_	36	91	soll	VMFIN	VMFIN
_	36	92	sich	PRF	PRF
_	36	93	auch	ADV	ADV
_	36	94	nicht	PTKNEG	PTKNEG
ADJD	36	95	voll	ADJA	ADJD
_	36	96	saufen	VVINF	VVINF
_	36	97	/	$(	$(
_	36	98	auch	ADV	ADV
_	36	99	kein	PIAT	PIAT
ADJA	36	100	warmes	ADJD	ADJA
_	36	101	Brot	NN	NN
_	36	102	ins	APPRART	APPRART
_	36	103	Haus	NN	NN
_	36	104	holen	VVINF	VVINF
_	36	105	/	$(	$(
_	36	106	keine	PIAT	PIAT
_	36	107	Zwiebeln	NN	NN
_	36	108	essen	VVINF	VVINF
_	36	109	/	$(	$(
KON	36	110	denn	KON	KON
PDS	36	111	die	ART	PDS
VVFIN	36	112	ziehen	VVINF	VVFIN
_	36	113	allen	PIAT	PIAT
_	36	114	Gift	NN	NN
_	36	115	an	APPR	APPR
_	36	116	sich	PRF	PRF
_	36	117	.	$.	$.
_	37	1	wenn	KOUS	KOUS
_	37	2	man	PIS	PIS
_	37	3	in	APPR	APPR
_	37	4	angesteckten	ADJA	ADJA
_	37	5	Häusern	NN	NN
_	37	6	räuchert	VVFIN	VVFIN
_	37	7	/	$(	$(
_	37	8	so	ADV	ADV
_	37	9	dringt	VVFIN	VVFIN
_	37	10	der	ART	ART
_	37	11	Gift	NN	NN
_	37	12	durch	APPR	APPR
_	37	13	die	ART	ART
_	37	14	Ritzen	NN	NN
_	37	15	und	KON	KON
NN	37	16	Klinsen	NE	NN
_	37	17	in	APPR	APPR
_	37	18	die	ART	ART
_	37	19	benachbarten	ADJA	ADJA
_	37	20	Häuser	NN	NN
_	37	21	/	$(	$(
ADV	37	22	sonderlich	ADJD	ADJD
_	37	23	wenn	KOUS	KOUS
PDS	37	24	die	ART	PDS
_	37	25	hart	ADJD	ADJD
_	37	26	aneinander	ADV	ADV
_	37	27	gebaut	VVPP	VVPP
VAFIN	37	28	seien	VAINF	VAFIN
_	37	29	/	$(	$(
_	37	30	und	KON	KON
_	37	31	steckt	VVFIN	VVFIN
PDS	37	32	dieselbigen	PDAT	ADJA
PTKVZ	37	33	an	APPR	PTKVZ
_	37	34	/	$(	$(
KOUS	37	35	wie	KOKOM	KOUS
PDS	37	36	solches	PIAT	PIS
_	37	37	oft	ADV	ADV
VVPP	37	38	erfahren	VVINF	VVPP
_	37	39	ist	VAFIN	VAFIN
_	37	40	.	$.	$.
_	38	1	es	PPER	PPER
_	38	2	soll	VMFIN	VMFIN
_	38	3	niemand	PIS	PIS
_	38	4	nüchtern	ADJD	ADJD
_	38	5	ausgehen	VVINF	VVINF
_	38	6	/	$(	$(
_	38	7	er	PPER	PPER
_	38	8	habe	VAFIN	VAFIN
ADV	38	9	denn	KON	ADV
_	38	10	zuvor	ADV	ADV
_	38	11	den	ART	ART
_	38	12	Mund	NN	NN
ADJD	38	13	rein	ADJD	ADV
_	38	14	gewaschen	VVPP	VVPP
_	38	15	/	$(	$(
_	38	16	und	KON	KON
_	38	17	was	PWS	PWS
_	38	18	dem	ART	ART
_	38	19	Gift	NN	NN
APPO	38	20	entgegen	PTKVZ	PTKVZ
_	38	21	/	$(	$(
_	38	22	in	APPR	APPR
_	38	23	Mund	NN	NN
_	38	24	gehalten	VVPP	VVPP
_	38	25	und	KON	KON
_	38	26	gekaut	VVPP	VVPP
_	38	27	/	$(	$(
_	38	28	wie	KOKOM	KOKOM
_	38	29	folgend	ADJD	ADJD
_	38	30	wird	VAFIN	VAFIN
_	38	31	gemeldet	VVPP	VVPP
_	38	32	werden	VAINF	VAINF
_	38	33	.	$.	$.
_	39	1	man	PIS	PIS
_	39	2	muss	VMFIN	VMFIN
_	39	3	auch	ADV	ADV
_	39	4	im	APPRART	APPRART
NN	39	5	Essen	NE	NN
_	39	6	und	KON	KON
NN	39	7	Trinken	VVFIN	NN
_	39	8	/	$(	$(
_	39	9	in	APPR	APPR
_	39	10	Schlafen	NN	NN
_	39	11	und	KON	KON
_	39	12	Wachen	NN	NN
_	39	13	mäßige	ADJA	ADJA
_	39	14	Ordnung	NN	NN
_	39	15	halten	VVINF	VVINF
_	39	16	/	$(	$(
_	39	17	und	KON	KON
_	39	18	alles	PIS	PIS
PWS	39	19	was	PWS	PIAT
ADJA	39	20	unreines	ADJD	ADJA
_	39	21	/	$(	$(
ADJA	39	22	faules	ADJD	ADJA
_	39	23	/	$(	$(
ADJA	39	24	böses	ADJD	ADJA
_	39	25	Geblüt	NN	NN
_	39	26	macht	VVFIN	VVFIN
_	39	27	/	$(	$(
_	39	28	meiden	VVINF	VVINF
_	39	29	/	$(	$(
KOUS	39	30	als	KOKOM	KOKOM
_	39	31	da	ADV	ADV
_	39	32	sind	VAFIN	VAFIN
_	39	33	Schwämme	NN	NN
_	39	34	/	$(	$(
NN	39	35	Pilze	NE	NN
_	39	36	/	$(	$(
_	39	37	Zwiebeln	NN	NN
_	39	38	/	$(	$(
_	39	39	Gurken	NN	NN
_	39	40	/	$(	$(
_	39	41	allerlei	PIAT	PIAT
_	39	42	Obst	NN	NN
_	39	43	/	$(	$(
ADJA	39	44	stinkendes	VVPP	ADJA
_	39	45	Fleisch	NN	NN
_	39	46	wie	KOKOM	KOKOM
_	39	47	auch	ADV	ADV
_	39	48	Schweinefleisch	NN	NN
_	39	49	und	KON	KON
_	39	50	Fische	NN	NN
_	39	51	/	$(	$(
ADJD	39	52	michintzend	NE	ADJD
_	39	53	Getreide	NN	NN
_	39	54	/	$(	$(
ADJA	39	55	warmes	ADJD	ADJA
_	39	56	und	KON	KON
ADJA	39	57	übles	ADV	ADJA
_	39	58	Bier	NN	NN
_	39	59	/	$(	$(
_	39	60	sehr	ADV	ADV
_	39	61	starken	ADJA	ADJA
_	39	62	Wein	NN	NN
_	39	63	/	$(	$(
_	39	64	unreine	ADJA	ADJA
_	39	65	Wasser	NN	NN
_	39	66	und	KON	KON
_	39	67	eheliche	ADJA	ADJA
_	39	68	Werke	NN	NN
_	39	69	.	$.	$.
_	40	1	die	ART	ART
_	40	2	Wohnung	NN	NN
_	40	3	/	$(	$(
_	40	4	soll	VMFIN	VMFIN
ADJD	40	5	rein	ADJA	ADJD
_	40	6	sein	VAINF	VAINF
_	40	7	/	$(	$(
_	40	8	auch	ADV	ADV
VVPP	40	9	verwahrt	VVFIN	VVPP
_	40	10	/	$(	$(
_	40	11	so	ADV	ADV
_	40	12	viel	ADV	ADV
ADJD	40	13	möglich	ADJA	ADJD
_	40	14	vor	APPR	APPR
_	40	15	Luft	NN	NN
_	40	16	und	KON	KON
_	40	17	Winden	NN	NN
_	40	18	/	$(	$(
_	40	19	so	ADV	ADV
_	40	20	von	APPR	APPR
_	40	21	Mittag	NN	NN
_	40	22	herkommen	VVINF	VVINF
_	40	23	/	$(	$(
_	40	24	die	ART	ART
_	40	25	Fenster	NN	NN
_	40	26	sollen	VMFIN	VMFIN
_	40	27	des	ART	ART
NN	40	28	Nachts	ADV	NN
_	40	29	nicht	PTKNEG	PTKNEG
_	40	30	offen	ADJD	ADJD
_	40	31	/	$(	$(
_	40	32	fürnehmlich	ADJD	ADJD
KOUS	40	33	wenn	NN	KOUS
_	40	34	Nebel	NN	NN
_	40	35	und	KON	KON
_	40	36	Ungewitter	NN	NN
_	40	37	vorhanden	ADJD	ADJD
_	40	38	sondern	KON	KON
VVPP	40	39	zugetan	ADJD	VVPP
_	40	40	bleiben	VVINF	VVINF
_	40	41	/	$(	$(
_	40	42	desgleichen	ADV	ADV
ADJD	40	43	früh	ADJA	ADJD
_	40	44	bis	APPR	APPR
ADJA	40	45	2.	CARD	ADJA
_	40	46	Stunden	NN	NN
_	40	47	nach	APPR	APPR
_	40	48	der	ART	ART
_	40	49	Sonnen	NN	NN
_	40	50	Aufgang	NN	NN
_	40	51	.	$.	$.
_	41	1	man	PIS	PIS
_	41	2	soll	VMFIN	VMFIN
_	41	3	die	ART	ART
_	41	4	Behausung	NN	NN
_	41	5	täglich	ADJD	ADJD
_	41	6	früh	ADJD	ADJD
_	41	7	und	KON	KON
_	41	8	auf	APPR	APPR
_	41	9	den	ART	ART
_	41	10	Abend	NN	NN
_	41	11	beräuchern	VVINF	VVINF
_	41	12	.	$.	$.
_	42	1	es	PPER	PPER
_	42	2	soll	VMFIN	VMFIN
_	42	3	ein	ART	ART
_	42	4	Wirt	NN	NN
_	42	5	allen	PIAT	PIAT
_	42	6	Mist	NN	NN
_	42	7	/	$(	$(
NN	42	8	Kehricht	NE	NN
_	42	9	/	$(	$(
_	42	10	Kot	NN	NN
_	42	11	und	KON	KON
_	42	12	Unflat	NN	NN
VVINF	42	13	herausschaffen	PTKVZ	VVINF
_	42	14	/	$(	$(
KOUS	42	15	damit	PAV	KOUS
_	42	16	dieser	PDAT	PDAT
_	42	17	Seuche	NN	NN
_	42	18	nicht	PTKNEG	PTKNEG
_	42	19	Ursache	NN	NN
VVPP	42	20	gegeben	VVINF	VVPP
_	42	21	werde	VAFIN	VAFIN
_	42	22	.	$.	$.
_	43	1	über	APPR	APPR
PDS	43	2	das	ART	PDS
_	43	3	soll	VMFIN	VMFIN
_	43	4	man	PIS	PIS
ART	43	5	die	XY	ART
NN	43	6	Häuser	XY	NN
_	43	7	nicht	PTKNEG	PTKNEG
ADV	43	8	leichtlich	ADJD	ADV
_	43	9	öffnen	VVINF	VVINF
_	43	10	oder	KON	KON
_	43	11	daraus	PAV	PAV
_	43	12	gehen	VVINF	VVINF
_	43	13	/	$(	$(
_	43	14	und	KON	KON
_	43	15	sollen	VMFIN	VMFIN
_	43	16	die	ART	ART
_	43	17	Gassen	NN	NN
ADJD	43	18	rein	ADJD	ADV
_	43	19	halten	VVINF	VVINF
_	43	20	/	$(	$(
_	43	21	denn	KON	KON
_	43	22	es	PPER	PPER
_	43	23	ist	VAFIN	VAFIN
_	43	24	leicht	ADJD	ADJD
_	43	25	geschehen	VVPP	VVPP
_	43	26	/	$(	$(
_	43	27	dass	KOUS	KOUS
_	43	28	man	PIS	PIS
_	43	29	über	APPR	APPR
_	43	30	eine	ART	ART
_	43	31	böse	ADJA	ADJA
_	43	32	Spur	NN	NN
_	43	33	geht	VVFIN	VVFIN
_	43	34	/	$(	$(
_	43	35	so	ADV	ADV
VVFIN	43	36	schießt	ADJD	VVFIN
_	43	37	auch	ADV	ADV
_	43	38	der	ART	ART
NN	43	39	Teufel	NE	NN
_	43	40	seine	PPOSAT	PPOSAT
_	43	41	Pfeile	NN	NN
_	43	42	auf	APPR	APPR
_	43	43	den	ART	ART
_	43	44	Gassen	NN	NN
_	43	45	umher	PTKVZ	PTKVZ
_	43	46	/	$(	$(
_	43	47	und	KON	KON
_	43	48	wem	PWS	PWS
_	43	49	er	PPER	PPER
_	43	50	trifft	VVFIN	VVFIN
_	43	51	der	ART	ART
_	43	52	muss	VMFIN	VMFIN
PTKVZ	43	53	mit	APPR	PTKVZ
_	43	54	.	$.	$.
_	44	1	auch	ADV	ADV
_	44	2	ist	VAFIN	VAFIN
_	44	3	sorglich	ADJD	ADJD
_	44	4	in	APPR	APPR
_	44	5	neuen	ADJA	ADJA
_	44	6	getünchten	ADJA	ADJA
_	44	7	Gemächern	NN	NN
_	44	8	und	KON	KON
_	44	9	da	ADV	ADV
_	44	10	Nussbäume	NN	NN
_	44	11	/	$(	$(
_	44	12	Buchsbäume	NN	NN
_	44	13	/	$(	$(
NN	44	14	Rüben	NE	NN
_	44	15	und	KON	KON
_	44	16	Kraut	NN	NN
_	44	17	stehen	VVFIN	VVFIN
_	44	18	/	$(	$(
_	44	19	in	APPR	APPR
_	44	20	dieser	PDAT	PDAT
_	44	21	Zeit	NN	NN
VVINF	44	22	wohnen	VVINF	VVFIN
_	44	23	.	$.	$.
_	45	1	ein	ART	ART
_	45	2	Feuer	NN	NN
_	45	3	gemacht	VVPP	VVPP
_	45	4	von	APPR	APPR
_	45	5	Eichenholz	NN	NN
_	45	6	oder	KON	KON
_	45	7	Wacholder	NN	NN
_	45	8	/	$(	$(
_	45	9	so	ADV	ADV
_	45	10	reinigt	VVFIN	VVFIN
_	45	11	sich	PRF	PRF
_	45	12	die	ART	ART
_	45	13	Luft	NN	NN
_	45	14	/	$(	$(
_	45	15	wird	VAFIN	VAFIN
_	45	16	subtiler	ADJD	ADJD
_	45	17	und	KON	KON
ADJD	45	18	gelinder	ADJA	ADJD
_	45	19	/	$(	$(
_	45	21	der	ART	ART
_	45	22	Mensch	NN	NN
_	45	23	wird	VAFIN	VAFIN
_	45	24	auch	ADV	ADV
_	45	25	gesünder	ADJD	ADJD
_	45	26	/	$(	$(
_	45	27	und	KON	KON
_	45	28	fasst	VVFIN	VVFIN
_	45	29	einen	ART	ART
_	45	30	besseren	ADJA	ADJA
_	45	31	Mut	NN	NN
_	45	32	.	$.	$.
_	46	1	wäre	VAFIN	VAFIN
_	46	2	ja	ADV	ADV
_	46	3	jemand	PIS	PIS
_	46	4	infiziert	VVPP	VVPP
_	46	5	oder	KON	KON
_	46	6	vergiftet	VVPP	VVPP
_	46	7	worden	VAPP	VAPP
_	46	8	/	$(	$(
_	46	9	so	ADV	ADV
_	46	10	merkt	VVFIN	VVFIN
_	46	11	man	PIS	PIS
_	46	12	es	PPER	PPER
_	46	13	daraus	PAV	PAV
$.	46	14	:	$.	$(
_	46	15	es	PPER	PPER
_	46	16	kommt	VVFIN	VVFIN
_	46	17	ihn	PPER	PPER
ART	46	18	ein	XY	ART
NN	46	19	Schauer	XY	NN
_	46	20	/	$(	$(
_	46	21	Zittern	NN	NN
_	46	22	und	KON	KON
_	46	23	Grauen	NN	NN
PTKVZ	46	24	an	APPR	PTKVZ
_	46	25	/	$(	$(
_	46	26	oder	KON	KON
_	46	27	eine	ART	ART
_	46	28	Hitze	NN	NN
_	46	29	/	$(	$(
_	46	30	Ohnmacht	NN	NN
_	46	31	/	$(	$(
_	46	32	mit	APPR	APPR
_	46	33	einen	ART	ART
_	46	34	heftigen	ADJA	ADJA
_	46	35	Wehtagen	NN	NN
_	46	36	des	ART	ART
_	46	37	Haupts	NN	NN
_	46	38	/	$(	$(
_	46	39	so	ADV	ADV
ADJD	46	40	geschwinde	ADJA	ADJD
_	46	41	/	$(	$(
KOUS	46	42	dass	ART	KOUS
_	46	43	alsbald	ADV	ADV
_	46	44	alle	PIAT	PIAT
_	46	45	Kräfte	NN	NN
ADV	46	46	hinweg	APZR	ADV
_	46	47	fallen	VVINF	VVINF
_	46	48	/	$(	$(
_	46	49	samt	APPR	APPR
_	46	50	einen	ART	ART
_	46	51	Drücken	NN	NN
_	46	52	um	APPR	APPR
PPER	46	53	s	PPER	ADV
_	46	54	Hertz	NN	NN
_	46	55	/	$(	$(
_	46	56	kurzen	ADJA	ADJA
_	46	57	Atem	NN	NN
_	46	58	/	$(	$(
_	46	59	Grauen	NN	NN
_	46	60	zum	APPRART	APPRART
NN	46	61	Essen	NE	NN
_	46	62	/	$(	$(
_	46	63	will	VMFIN	VMFIN
_	46	64	sich	PRF	PRF
_	46	65	brechen	VVINF	VVINF
_	46	66	/	$(	$(
_	46	67	ist	VAFIN	VAFIN
_	46	68	schläfrig	ADJD	ADJD
_	46	69	/	$(	$(
_	46	70	hat	VAFIN	VAFIN
_	46	71	ein	ART	ART
_	46	72	Hertzzittern	NN	NN
_	46	73	/	$(	$(
_	46	74	und	KON	KON
_	46	75	dergleichen	PIS	PIS
_	46	76	.	$.	$.
_	47	1	er	PPER	PPER
_	47	2	soll	VMFIN	VMFIN
_	47	3	sich	PRF	PRF
_	47	4	vor	APPR	APPR
_	47	5	allen	PIAT	PIAT
_	47	6	Dingen	NN	NN
_	47	7	des	ART	ART
_	47	8	Schlafs	NN	NN
VVINF	47	9	enthalten	ADJD	VVPP
_	47	10	/	$(	$(
_	47	11	so	ADV	ADV
_	47	12	lange	ADV	ADV
_	47	13	möglich	ADJD	ADJD
_	47	14	/	$(	$(
_	47	15	wenn	KOUS	KOUS
_	47	16	er	PPER	PPER
_	47	17	einen	ART	ART
_	47	18	Tag	NN	NN
_	47	19	und	KON	KON
_	47	20	Nacht	NN	NN
_	47	21	nicht	PTKNEG	PTKNEG
_	47	22	schliefe	VVFIN	VVFIN
_	47	23	wäre	VAFIN	VAFIN
_	47	24	sehr	ADV	ADV
_	47	25	gut	ADJD	ADJD
_	47	26	/	$(	$(
KOUS	47	27	damit	PAV	KOUS
_	47	28	der	ART	ART
_	47	29	Gift	NN	NN
_	47	30	nicht	PTKNEG	PTKNEG
_	47	31	zum	APPRART	APPRART
_	47	32	Herzen	NN	NN
_	47	33	käme	VVFIN	VVFIN
_	47	34	/	$(	$(
_	47	35	darauf	PAV	PAV
_	47	36	brauche	VVFIN	VVFIN
_	47	37	er	PPER	PPER
_	47	38	einen	ART	ART
_	47	39	Schweißtrank	NN	NN
_	47	40	/	$(	$(
_	47	41	oder	KON	KON
_	47	42	so	ADV	ADV
_	47	43	sie	PPER	PPER
_	47	44	solchen	PIAT	PIAT
_	47	45	nicht	PTKNEG	PTKNEG
VAINF	47	46	haben	VAFIN	VAINF
VMFIN	47	47	können	VMFIN	VMINF
_	47	48	/	$(	$(
VVFIN	47	49	nehmen	VVINF	VVFIN
_	47	50	sie	PPER	PPER
NN	47	51	Angelica	NE	NE
_	47	52	/	$(	$(
_	47	53	Natterwurzel	NN	NN
_	47	54	/	$(	$(
_	47	55	Galgantwurzel	NN	NN
_	47	56	/	$(	$(
_	47	57	Rautenblätter	NN	NN
_	47	58	/	$(	$(
NN	47	59	Kardobenedicten	NE	NN
_	47	60	/	$(	$(
_	47	61	Wacholderbeeren	NN	NN
_	47	62	oder	KON	KON
_	47	63	dergleichen	PIS	PIS
_	47	64	/	$(	$(
_	47	65	dass	KOUS	KOUS
_	47	66	es	PPER	PPER
_	47	67	sämtlich	ADJD	ADJD
_	47	68	2.	ADJA	ADJA
_	47	69	Lot	NN	NN
_	47	70	sei	VAFIN	VAFIN
_	47	71	/	$(	$(
_	47	72	und	KON	KON
VVFIN	47	73	sieden	VVINF	VVFIN
PDS	47	74	solches	PIAT	PIS
_	47	75	in	APPR	APPR
_	47	76	ein	ART	ART
_	47	77	Viertel	NN	NN
_	47	78	Weins	NN	NN
_	47	79	oder	KON	KON
_	47	80	Essigs	NN	NN
_	47	81	und	KON	KON
VVFIN	47	82	nehmen	VVINF	VVFIN
_	47	83	es	PPER	PPER
_	47	84	als	KOKOM	KOKOM
PTKVZ	47	85	ein	ART	PTKVZ
_	47	86	/	$(	$(
_	47	87	und	KON	KON
VVFIN	47	88	schwitzen	VVINF	VVFIN
_	47	89	wohl	ADV	ADV
_	47	90	darauf	PAV	PAV
_	47	91	.	$.	$.
_	48	1	wenn	KOUS	KOUS
_	48	2	ein	ART	ART
_	48	3	Weib	NN	NN
_	48	4	vergiftet	VVPP	VVPP
_	48	5	wird	VAFIN	VAFIN
_	48	6	/	$(	$(
_	48	7	so	ADV	ADV
VVFIN	48	8	vergiftet	VVPP	VVFIN
_	48	9	sie	PPER	PPER
_	48	10	alles	PIS	PIS
PRELS	48	11	was	PWS	PIS
_	48	12	sie	PPER	PPER
_	48	13	ansieht	VVFIN	VVFIN
_	48	14	.	$.	$.
_	49	1	wenn	KOUS	KOUS
_	49	2	ein	ART	ART
_	49	3	Mensch	NN	NN
_	49	4	über	APPR	APPR
_	49	5	die	ART	ART
_	49	6	Gassen	NN	NN
_	49	7	geht	VVFIN	VVFIN
_	49	8	/	$(	$(
_	49	9	und	KON	KON
_	49	10	von	APPR	APPR
_	49	11	einem	ART	ART
_	49	12	vergifteten	ADJA	ADJA
_	49	13	Weib	NN	NN
_	49	14	angesehen	VVPP	VVPP
_	49	15	wird	VAFIN	VAFIN
_	49	16	/	$(	$(
_	49	17	so	ADV	ADV
_	49	18	kann	VMFIN	VMFIN
_	49	19	er	PPER	PPER
_	49	20	es	PPER	PPER
_	49	21	von	APPR	APPR
PPER	49	22	ihr	PPOSAT	PPER
_	49	23	bekommen	VVINF	VVINF
_	49	24	.	$.	$.
_	49	25	oder	KON	KON
_	49	26	so	ADV	ADV
_	49	27	sie	PPER	PPER
_	49	28	in	APPR	APPR
_	49	29	Monden	NN	NN
_	49	30	am	APPRART	APPRART
_	49	31	Himmel	NN	NN
_	49	32	sieht	VVFIN	VVFIN
_	49	33	/	$(	$(
_	49	34	und	KON	KON
PIAT	49	35	andere	ADJA	PIS
_	49	36	auch	ADV	ADV
ADV	49	37	hinein	APZR	ADV
_	49	38	sehen	VVINF	VVINF
_	49	39	/	$(	$(
_	49	40	so	ADV	ADV
_	49	41	können	VMFIN	VMFIN
_	49	42	sie	PPER	PPER
_	49	43	es	PPER	PPER
_	49	44	von	APPR	APPR
PPER	49	45	ihr	PPOSAT	PPER
_	49	46	bekommen	VVINF	VVINF
_	49	47	.	$.	$.
KOUS	50	1	wie	PWAV	KOUS
_	50	2	sie	PPER	PPER
_	50	3	dann	ADV	ADV
_	50	4	auch	ADV	ADV
_	50	5	einen	ART	ART
_	50	6	Spiegel	NN	NN
_	50	7	mit	APPR	APPR
_	50	8	ihren	PPOSAT	PPOSAT
_	50	9	Gesicht	NN	NN
_	50	10	vergiften	VVINF	VVINF
_	50	11	kann	VMFIN	VMFIN
_	50	12	.	$.	$.
_	51	1	jedoch	ADV	ADV
_	51	2	wenn	KOUS	KOUS
_	51	3	ein	ART	ART
PDAT	51	4	solcher	PIAT	PIAT
_	51	5	Mensch	NN	NN
_	51	6	Schellkraut	NN	NN
_	51	7	und	KON	KON
_	51	8	Schellwurzel	NN	NN
_	51	9	bei	APPR	APPR
_	51	10	sich	PRF	PRF
_	51	11	trägt	VVFIN	VVFIN
_	51	12	/	$(	$(
_	51	13	so	ADV	ADV
_	51	14	kann	VMFIN	VMFIN
_	51	15	ihm	PPER	PPER
_	51	16	ein	ART	ART
_	51	17	solches	PIAT	PIAT
_	51	18	Weib	NN	NN
_	51	19	mit	APPR	APPR
_	51	20	ihrem	PPOSAT	PPOSAT
_	51	21	Ansehen	NN	NN
_	51	22	nicht	PTKNEG	PTKNEG
_	51	23	schaden	VVINF	VVINF
_	51	24	.	$.	$.
_	52	1	wen	PWS	PWS
_	52	2	die	ART	ART
_	52	3	Pest	NN	NN
_	52	4	schon	ADV	ADV
_	52	5	angesteckt	VVPP	VVPP
_	52	6	hat	VAFIN	VAFIN
_	52	7	/	$(	$(
PRELS	52	8	der	ART	PRELS
VVIMP	52	9	laß	VVIMP	VVFIN
_	52	10	seinen	PPOSAT	PPOSAT
_	52	11	Urin	NN	NN
ADV	52	12	erstlich	ADV	ADJD
_	52	13	ein	ART	ART
_	52	14	wenig	PIS	PIS
_	52	15	ablaufen	VVINF	VVINF
_	52	16	/	$(	$(
_	52	17	das	ART	ART
PIAT	52	18	andere	ADJA	PIS
_	52	19	aber	ADV	ADV
_	52	20	fasse	VVFIN	VVFIN
_	52	21	er	PPER	PPER
_	52	22	geschwind	ADJD	ADJD
_	52	23	in	APPR	APPR
