GOLDPOS	SID	TID	TOKEN	POS1	POS2
_	176	18	.	$.	$.
KON	177	1	&	$(	KON
ADV	177	2	cetera	NE	NN
ADV	177	3	ja	PTKANT	ADV
_	177	4	sie	PPER	PPER
_	177	5	stärkt	VVFIN	VVFIN
_	177	6	nicht	PTKNEG	PTKNEG
_	177	7	allein	ADV	ADV
_	177	8	das	ART	ART
_	177	9	Gehirn	NN	NN
_	177	10	/	$(	$(
_	177	11	sondern	KON	KON
_	177	12	auch	ADV	ADV
_	177	13	die	ART	ART
_	177	14	Sehnenadern	NN	NN
_	177	15	/	$(	$(
_	177	16	die	ART	ART
NN	177	17	Gelenke	NE	NN
_	177	18	und	KON	KON
_	177	19	Glieder	NN	NN
_	177	20	/	$(	$(
_	177	21	die	ART	ART
_	177	22	Gicht	NN	NN
_	177	23	/	$(	$(
NN	177	24	Reißen	VVFIN	NN
_	177	25	in	APPR	APPR
_	177	26	Gliedern	NN	NN
_	177	27	/	$(	$(
_	177	28	Lähme	NN	NN
_	177	29	/	$(	$(
_	177	30	dahero	PAV	PAV
_	177	31	jetzt	ADV	ADV
_	177	32	gedachter	ADJA	ADJA
NE	177	33	Monardis	NE	NN
_	177	34	im	APPRART	APPRART
_	177	35	angezogenen	ADJA	ADJA
_	177	36	Buch	NN	NN
_	177	37	am	APPRART	APPRART
_	177	38	11.	ADJA	ADJA
_	177	39	Blatt	NN	NN
_	177	40	sagt	VVFIN	VVFIN
_	177	41	/	$(	$(
FM	177	42	Convenit	NE	NN
FM	177	43	etiam	NE	NE
FM	177	44	Paralyticis	NE	NE
_	177	45	,	$,	$,
FM	177	46	si	NE	ADJA
FM	177	47	eo	NE	ADJA
_	177	48	,	$,	$,
FM	177	49	aut	NE	ADJA
FM	177	50	ejus	NE	NN
FM	177	51	mixtura	NE	NE
FM	177	52	suffiantur	NE	NN
_	177	53	,	$,	$,
FM	177	54	aut	NE	ADJA
FM	177	55	cerebrum	NE	NN
FM	177	56	totaq̒ue	NE	ADJA
FM	177	57	spina	NE	NE
FM	177	58	eo	NE	ADJA
FM	177	59	inungantur	NE	NN
_	177	60	.	$.	$.
FM	178	1	Etenim	FM	NE
FM	178	2	Ambra	FM	NE
FM	178	3	præ	FM	NE
FM	178	4	cæteris	FM	NE
FM	178	5	cerebrum	FM	NN
KON	178	6	&	$(	KON
FM	178	7	nervos	FM	NN
FM	178	8	roborat	FM	NE
_	178	9	.	$.	$.
ADV	179	1	ferner	ADV	ADJD
_	179	2	so	ADV	ADV
_	179	3	dient	VVFIN	VVFIN
_	179	4	sie	PPER	PPER
_	179	5	wider	APPR	APPR
_	179	6	den	ART	ART
_	179	7	Schlag	NN	NN
_	179	8	/	$(	$(
_	179	9	wie	KOKOM	KOKOM
_	179	10	aus	APPR	APPR
_	179	11	dem	ART	ART
NN	179	12	Schlagsälblein	NE	NN
_	179	13	/	$(	$(
_	179	14	und	KON	KON
_	179	15	aus	APPR	APPR
_	179	16	der	ART	ART
_	179	17	Komposition	NN	NN
_	179	18	in	APPR	APPR
_	179	19	der	ART	ART
_	179	20	Apotheke	NN	NN
_	179	21	so	ADV	ADV
_	179	22	von	APPR	APPR
_	179	23	der	ART	ART
_	179	24	Ambra	NN	NN
_	179	25	den	ART	ART
_	179	26	Namen	NN	NN
_	179	27	hat	VAFIN	VAFIN
_	179	28	/	$(	$(
VVIZU	179	29	abzunehmen	VVINF	VVIZU
_	179	31	.	$.	$.
_	180	1	sie	PPER	PPER
_	180	2	ist	VAFIN	VAFIN
_	180	3	auch	ADV	ADV
_	180	4	eine	ART	ART
_	180	5	herrliche	ADJA	ADJA
_	180	6	Arznei	NN	NN
_	180	7	wider	APPR	APPR
_	180	8	die	ART	ART
_	180	9	schwere	ADJA	ADJA
_	180	10	Not	NN	NN
_	180	11	/	$(	$(
KOUS	180	12	wie	KOKOM	KOKOM
_	180	13	obberührter	ADJA	ADJA
_	180	14	Monardis	NE	NE
_	180	15	meldet	VVFIN	VVFIN
_	180	16	Seite	NN	NN
_	180	17	12.	ADJA	ADJA
_	180	18	und	KON	KON
NE	180	19	Gesnerus	NE	NN
_	180	20	zeugt	VVFIN	VVFIN
_	180	21	in	APPR	APPR
_	180	22	gemein	ADJD	ADJD
_	180	23	von	APPR	APPR
PIAT	180	24	allem	PIS	PIAT
_	180	25	Erdpech	NN	NN
_	180	26	/	$(	$(
_	180	27	dass	KOUS	KOUS
_	180	28	es	PPER	PPER
_	180	29	nicht	PTKNEG	PTKNEG
_	180	30	allein	ADV	ADV
_	180	31	die	ART	ART
PDS	180	32	jenige	PIAT	PDAT
_	180	33	/	$(	$(
_	180	34	so	ADV	ADV
_	180	35	mit	APPR	APPR
_	180	36	der	ART	ART
_	180	37	schweren	ADJA	ADJA
_	180	38	Not	NN	NN
VVPP	180	39	behaftet	VVPP	ADJD
_	180	40	/	$(	$(
_	180	41	wie	KOKOM	KOKOM
KOUS	180	42	Dioscorides	NE	NE
NN	180	43	libr.	NN	NE
FM	180	44	r.	NN	NE
NN	180	45	cap.	NN	ADJA
_	180	46	85.	ADJA	ADJA
_	180	47	durch	APPR	APPR
_	180	48	den	ART	ART
_	180	49	Rauch	NN	NN
_	180	50	meldet	VVFIN	VVFIN
_	180	51	und	KON	KON
_	180	52	an	APPR	APPR
_	180	53	Tag	NN	NN
_	180	54	gibt	VVFIN	VVFIN
_	180	55	/	$(	$(
_	180	56	sondern	KON	KON
_	180	57	auch	ADV	ADV
APPR	180	58	zu	PTKZU	APPR
_	180	59	sich	PRF	PRF
_	180	60	selbst	ADV	ADV
_	180	61	wieder	ADV	ADV
_	180	62	bringt	VVFIN	VVFIN
_	180	63	und	KON	KON
_	180	64	heilt	VVFIN	VVFIN
_	180	65	.	$.	$.
_	181	1	sie	PPER	PPER
_	181	2	ist	VAFIN	VAFIN
_	181	3	auch	ADV	ADV
_	181	4	gut	ADJD	ADJD
_	181	5	den	ART	ART
_	181	6	blöden	ADJA	ADJA
_	181	7	Magen	NN	NN
_	181	8	/	$(	$(
_	181	9	erwärmt	VVFIN	VVFIN
PDS	181	10	denselbigen	PDAT	ADJA
_	181	11	/	$(	$(
_	181	12	fördert	VVFIN	VVFIN
_	181	13	die	ART	ART
NN	181	14	Däuung	NE	NN
_	181	15	/	$(	$(
VVFIN	181	16	zerteilt	VVPP	VVFIN
_	181	17	die	ART	ART
_	181	18	Winde	NN	NN
_	181	19	und	KON	KON
_	181	20	Blähung	NN	NN
_	181	21	/	$(	$(
KOUS	181	22	wie	PWAV	KOKOM
_	181	23	Crato	NE	NE
_	181	24	an	APPR	APPR
_	181	25	unterschiedenen	ADJA	ADJA
_	181	26	Orten	NN	NN
_	181	27	gedenkt	VVFIN	VVFIN
_	181	28	/	$(	$(
_	181	29	und	KON	KON
_	181	30	bei	APPR	APPR
_	181	31	Monardi	NE	NE
_	181	32	,	$,	$,
_	181	33	Matthiolo	NE	NE
_	181	34	,	$,	$,
_	181	35	und	KON	KON
PIS	181	36	anderen	ADJA	PIS
_	181	37	zu	PTKZU	PTKZU
_	181	38	lesen	VVINF	VVINF
_	181	39	/	$(	$(
_	181	40	und	KON	KON
_	181	41	dient	VVFIN	VVFIN
_	181	42	sonderlich	ADJD	ADJD
_	181	43	auch	ADV	ADV
_	181	44	wider	APPR	APPR
_	181	45	das	ART	ART
_	181	46	Drücken	NN	NN
_	181	47	im	APPRART	APPRART
_	181	48	Magen	NN	NN
_	181	49	/	$(	$(
_	181	50	oder	KON	KON
_	181	51	/	$(	$(
KOUS	181	52	wie	KOKOM	KOUS
_	181	53	der	ART	ART
_	181	54	gemeine	ADJA	ADJA
NN	181	55	Mann	PIS	NN
_	181	56	sagt	VVFIN	VVFIN
_	181	57	/	$(	$(
_	181	58	am	APPRART	APPRART
_	181	59	Herzen	NN	NN
_	181	60	/	$(	$(
KOUS	181	61	wie	PWAV	KOUS
_	181	62	Aetius	NE	NE
_	181	63	sagt	VVFIN	VVFIN
_	181	64	/	$(	$(
FM	181	65	Tetrabibl	NE	NE
_	181	66	.	$.	$.
ADJA	182	1	1.	FM	ADJA
FM	182	2	serm.	FM	NN
ADJA	182	3	2.	FM	ADJA
NN	182	4	cap.	FM	ADJA
ADJA	182	5	49.	FM	ADJA
FM	182	6	Potum	FM	NN
FM	182	7	bitumen	FM	ADJA
FM	182	8	nucis	FM	NE
FM	182	9	ponticæ	FM	NE
FM	182	10	aut	FM	ADJA
FM	182	11	fabæ	FM	NE
FM	182	12	magnitudine	FM	ADJA
FM	182	13	cum	FM	NN
FM	182	14	vino	FM	ADJA
FM	182	15	tritum	FM	NN
FM	182	16	cardiacis	FM	NE
_	182	17	,	$,	$,
FM	182	18	qui	FM	NE
FM	182	19	animo	FM	NE
FM	182	20	linquuntur	FM	NN
_	182	21	,	$,	$,
FM	182	22	magnopere	FM	NN
KON	182	23	&	$(	KON
FM	182	24	è	FM	ADJA
FM	182	25	vestigio	FM	NE
FM	182	26	prodest	FM	NN
_	182	27	.	$.	$.
_	183	1	den	ART	ART
_	183	2	Weibspersonen	NN	NN
_	183	3	ist	VAFIN	VAFIN
_	183	4	sie	PPER	PPER
_	183	5	auch	ADV	ADV
_	183	6	eine	ART	ART
_	183	7	gute	ADJA	ADJA
_	183	8	Arznei	NN	NN
_	183	9	/	$(	$(
$(	183	10	|	$(	XY
KOUS	183	11	sintemal	KOUS	ADV
_	183	12	sie	PPER	PPER
_	183	13	von	APPR	APPR
_	183	14	unten	ADV	ADV
_	183	15	auf	APPR	APPR
_	183	16	gebraucht	VVPP	VVPP
_	183	17	/	$(	$(
_	183	18	dient	VVFIN	VVFIN
_	183	19	wider	APPR	APPR
_	183	20	das	ART	ART
NN	183	21	Aufsteigen	VVINF	NN
_	183	22	der	ART	ART
_	183	23	Mutter	NN	NN
_	183	24	/	$(	$(
_	183	25	und	KON	KON
_	183	26	alle	PIAT	PIAT
PIAT	183	27	andere	ADJA	PIS
_	183	28	Beschwerung	NN	NN
_	183	29	/	$(	$(
_	183	30	so	ADV	ADV
_	183	31	von	APPR	APPR
_	183	32	derselben	PDAT	PDAT
_	183	33	entstehen	VVINF	VVINF
_	183	34	.	$.	$.
ADV	184	1	ja	PTKANT	ADV
_	184	2	oft	ADV	ADV
_	184	3	gedachter	ADJA	ADJA
NN	184	4	Monardes	NE	NN
VVPP	184	5	kuriert	VVPP	VVFIN
_	184	6	die	ART	ART
_	184	7	Unfruchtbarkeit	NN	NN
_	184	8	/	$(	$(
_	184	9	so	ADV	ADV
_	184	10	von	APPR	APPR
_	184	11	kalten	ADJA	ADJA
_	184	12	bösen	ADJA	ADJA
_	184	13	Feuchtigkeiten	NN	NN
VVPP	184	14	verursacht	VVFIN	VVPP
_	184	15	wird	VAFIN	VAFIN
_	184	16	mit	APPR	APPR
_	184	17	einem	ART	ART
_	184	18	Pflaster	NN	NN
_	184	19	zum	APPRART	APPRART
_	184	20	Nabel	NN	NN
_	184	21	/	$(	$(
_	184	22	und	KON	KON
_	184	23	einem	ART	ART
NN	184	24	Mutterzäpflein	NE	NN
_	184	25	von	APPR	APPR
_	184	26	Ambra	NN	NN
_	184	27	gemacht	VVPP	VVPP
_	184	28	/	$(	$(
KOKOM	184	29	wie	PWAV	KOKOM
_	184	30	an	APPR	APPR
_	184	31	oft	ADV	ADV
_	184	32	angezogenem	ADJA	ADJA
_	184	33	Ort	NN	NN
_	184	34	zu	PTKZU	PTKZU
_	184	35	lesen	VVINF	VVINF
_	184	36	.	$.	$.
_	185	1	endlich	ADV	ADV
_	185	2	/	$(	$(
KOUS	185	3	damit	PAV	KOUS
_	185	4	wir	PPER	PPER
PIS	185	5	anderer	ADJA	PIS
_	185	6	der	ART	ART
_	185	7	Ambra	NN	NN
_	185	8	Tugenden	NN	NN
_	185	9	geschweigen	VVINF	VVINF
_	185	10	/	$(	$(
_	185	11	so	ADV	ADV
_	185	12	dient	VVFIN	VVFIN
_	185	13	sie	PPER	PPER
_	185	14	gewaltig	ADJD	ADJD
_	185	15	wider	APPR	APPR
_	185	16	die	ART	ART
_	185	17	Ohnmacht	NN	NN
_	185	18	/	$(	$(
_	185	19	und	KON	KON
_	185	20	ist	VAFIN	VAFIN
_	185	21	eine	ART	ART
_	185	22	fürnehme	ADJA	ADJA
_	185	23	Herzstärkung	NN	NN
_	185	24	/	$(	$(
_	185	25	daher	PAV	PAV
_	185	26	Garzias	NE	NE
FM	185	27	ab	PTKVZ	APPR
FM	185	28	Orto	NE	NE
NN	185	29	lib.	NN	NE
_	185	30	1.	ADJA	ADJA
FM	185	31	aromatum	NE	NN
FM	185	32	Inditorum	NN	NN
NN	185	33	cap.	NN	NE
FM	185	34	r.	NN	NE
_	185	35	sagt	VVFIN	VVFIN
_	185	36	:	$.	$.
FM	185	37	Quod	NE	NN
FM	185	38	ambarum	NE	NN
FM	185	39	sit	NE	VVFIN
FM	185	40	ex	APPR	FM
FM	185	41	eorum	NE	NN
FM	185	42	numero	NE	NE
_	185	43	,	$,	$,
FM	185	44	quæ	NE	NE
FM	185	45	maximæ	NE	NE
FM	185	46	cordis	NE	NE
FM	185	47	vires	NE	NE
FM	185	48	reficiunt	NE	VVFIN
_	185	49	.	$.	$.
_	186	1	und	KON	KON
NE	186	2	Monardes	NE	NN
_	186	3	spricht	VVFIN	VVFIN
_	186	4	:	$.	$.
FM	187	1	Ambræ	FM	NE
FM	187	2	olfactu	FM	NE
FM	187	3	spiritus	FM	NE
KON	187	4	&	$(	KON
FM	187	5	vigor	FM	NE
FM	187	6	cordis	FM	NE
FM	187	7	reficiuntur	FM	NN
_	187	8	:	$.	$.
FM	187	9	ideoq̒ue	FM	NN
FM	187	10	in	FM	APPR
FM	187	11	pestis	FM	ADJA
FM	187	12	contagiis	FM	NE
FM	187	13	ejus	FM	NN
FM	187	14	odor	FM	NE
FM	187	15	apprimè	FM	NE
FM	187	16	utilis	FM	NE
_	187	17	.	$.	$.
ADV	188	1	insonderheit	ADV	NN
_	188	2	bekommt	VVFIN	VVFIN
_	188	3	sie	PPER	PPER
_	188	4	den	ART	ART
_	188	5	alten	ADJA	ADJA
_	188	6	Leuten	NN	NN
_	188	7	trefflich	ADJD	ADJD
_	188	8	wohl	ADV	ADV
_	188	9	/	$(	$(
KOUS	188	10	wie	PWAV	KOKOM
_	188	11	Matthiolus	NE	NE
_	188	12	ad	FM	FM
FM	188	13	cap.	NN	ADJA
_	188	14	20.	ADJA	ADJA
FM	188	15	lib.	NN	NE
_	188	16	1.	ADJA	ADJA
FM	188	17	Dioscoridis	NE	NE
_	188	18	,	$,	$,
_	188	19	und	KON	KON
_	188	20	Crato	NE	NE
_	188	21	an	APPR	APPR
_	188	22	vielen	PIAT	PIAT
_	188	23	unterschiedenen	ADJA	ADJA
_	188	24	Orten	NN	NN
_	188	25	gedenkt	VVFIN	VVFIN
_	188	26	.	$.	$.
PDAT	189	1	dessen	PDS	PDAT
_	189	2	Ursache	NN	NN
NE	189	3	Monardes	NE	NN
ADV	189	4	klärlich	ADV	ADJD
_	189	5	hat	VAFIN	VAFIN
_	189	6	/	$(	$(
KOUS	189	7	da	ADV	KOUS
_	189	8	er	PPER	PPER
_	189	9	sagt	VVFIN	VVFIN
NN	189	10	lib.	NN	NE
FM	189	11	citato	NE	NE
_	189	12	.	$.	$.
FM	189	13	pagin	NN	NE
_	189	14	.	$.	$.
CARD	190	1	11	FM	CARD
FM	190	2	Maximè	FM	NN
FM	190	3	prodest	FM	ADJA
FM	190	4	Senibus	FM	NN
_	190	5	,	$,	$,
FM	190	6	quod	FM	NE
FM	190	7	illorum	FM	ADJA
FM	190	8	spiritus	FM	NN
FM	190	9	vegetet	FM	VVFIN
_	190	10	,	$,	$,
FM	190	11	cor	FM	NE
$(	190	12	&	$(	KON
FM	190	13	cerebrum	FM	NN
FM	190	14	roboret	FM	ADJD
_	190	15	,	$,	$,
KON	190	16	&	$(	KON
FM	190	17	crassos	FM	NN
FM	190	18	lentosque	FM	NE
FM	190	19	humores	FM	NN
_	190	20	,	$,	$,
FM	190	21	quibus	FM	NN
FM	190	22	plurimum	FM	NN
FM	190	23	abundant	FM	ADJD
_	190	24	,	$,	$,
FM	190	25	extenuet	FM	ADJD
_	190	26	,	$,	$,
FM	190	27	sive	FM	ADJA
FM	190	28	cibis	FM	NE
FM	190	29	indatur	FM	NN
_	190	30	,	$,	$,
FM	190	31	sive	FM	ADJA
FM	190	32	vestes	FM	ADJA
FM	190	33	suffiantur	FM	NN
_	190	34	,	$,	$,
FM	190	35	sive	FM	NE
FM	190	36	cerebro	FM	NE
FM	190	37	cordisq̒ue	FM	ADJA
FM	190	38	regioni	FM	NE
FM	190	39	applicetur	FM	NN
_	190	40	,	$,	$,
FM	190	41	sive	FM	NE
FM	190	42	vino	FM	NE
_	190	43	,	$,	$,
FM	190	44	quo	FM	NE
FM	190	45	sibi	FM	NE
FM	190	46	faciem	FM	NE
KON	190	47	&	$(	KON
FM	190	48	manus	FM	NE
FM	190	49	abluunt	FM	NN
_	190	50	,	$,	$,
FM	190	51	permisceatur	FM	NN
_	190	52	.	$.	$.
_	191	1	eben	ADV	ADV
_	191	2	diese	PDAT	PDAT
ADJA	191	3	gedachte	VVFIN	ADJA
_	191	4	/	$(	$(
_	191	5	und	KON	KON
PDAT	191	6	dergleichen	PIS	PIS
_	191	7	Wirkungen	NN	NN
_	191	8	hat	VAFIN	VAFIN
_	191	9	auch	ADV	ADV
_	191	10	dieser	PDAT	PDAT
NN	191	11	Brunnen	NE	NN
_	191	12	.	$.	$.
_	192	1	denn	KON	KON
KOUS	192	2	wie	KOKOM	KOUS
_	192	3	oben	ADV	ADV
_	192	4	gemeldet	VVPP	VVPP
_	192	5	er	PPER	PPER
_	192	6	nicht	PTKNEG	PTKNEG
_	192	7	alleine	ADV	ADV
_	192	8	/	$(	$(
_	192	9	alle	PIAT	PIAT
_	192	10	wässerige	ADJA	ADJA
_	192	11	Geschwulst	NN	NN
_	192	12	/	$(	$(
_	192	13	Drüsen	NN	NN
_	192	14	/	$(	$(
_	192	15	Beulen	NN	NN
_	192	16	/	$(	$(
_	192	17	die	ART	ART
_	192	18	Krätze	NN	NN
_	192	19	/	$(	$(
_	192	20	und	KON	KON
_	192	21	alle	PIAT	PIAT
_	192	22	kalten	ADJA	ADJA
_	192	23	Flüsse	NN	NN
_	192	24	/	$(	$(
_	192	25	das	ART	ART
_	192	26	Zipperlein	NN	NN
_	192	27	/	$(	$(
_	192	28	das	ART	ART
_	192	29	verderbte	ADJA	ADJA
_	192	30	Gehör	NN	NN
_	192	31	von	APPR	APPR
_	192	32	kalten	ADJA	ADJA
_	192	33	Flüssen	NN	NN
_	192	34	/	$(	$(
_	192	35	die	ART	ART
_	192	36	Felle	NN	NN
_	192	37	der	ART	ART
_	192	38	Augen	NN	NN
_	192	39	/	$(	$(
_	192	40	so	ADV	ADV
_	192	41	möglich	ADJD	ADJD
_	192	42	zu	PTKZU	PTKZU
_	192	43	kurieren	VVINF	VVINF
_	192	44	sein	VAINF	VAINF
_	192	45	/	$(	$(
_	192	46	heilt	VVFIN	VVFIN
_	192	47	.	$.	$.
ADV	193	1	item	NN	ADV
_	193	2	den	ART	ART
_	193	3	Harn	NN	NN
_	193	4	den	ART	ART
_	193	5	Stein	NN	NN
_	193	6	fördert	VVFIN	VVFIN
_	193	7	/	$(	$(
_	193	8	und	KON	KON
_	193	9	eine	ART	ART
_	193	10	gewisse	ADJA	ADJA
_	193	11	Arznei	NN	NN
_	193	12	wider	APPR	APPR
_	193	13	den	ART	ART
NN	193	14	Dumpf	ADJD	NN
_	193	15	ist	VAFIN	VAFIN
_	193	16	/	$(	$(
_	193	17	sondern	KON	KON
_	193	18	er	PPER	PPER
_	193	19	stärkt	VVFIN	VVFIN
_	193	20	auch	ADV	ADV
_	193	21	das	ART	ART
_	193	22	Haupt	NN	NN
_	193	23	/	$(	$(
_	193	24	die	ART	ART
_	193	25	Glieder	NN	NN
_	193	26	/	$(	$(
_	193	27	die	ART	ART
_	193	28	Sehnenader	NN	NN
_	193	29	/	$(	$(
_	193	30	und	KON	KON
PRELS	193	31	welches	PRELS	PWS
_	193	32	seiner	PPOSAT	PPOSAT
ADJA	193	33	vornehmen	VVINF	ADJA
_	193	34	und	KON	KON
_	193	35	gewissen	ADJA	ADJA
_	193	36	Tugenden	NN	NN
_	193	37	auch	ADV	ADV
PIS	193	38	eine	ART	PIS
_	193	39	ist	VAFIN	VAFIN
_	193	40	/	$(	$(
_	193	41	so	ADV	ADV
VVFIN	193	42	restituiert	VVPP	VVFIN
_	193	43	er	PPER	PPER
_	193	44	die	ART	ART
_	193	45	Paralysis	NN	NN
_	193	46	,	$,	$,
PDS	193	47	das	ART	PDS
_	193	48	ist	VAFIN	VAFIN
_	193	49	eine	ART	ART
PDAT	193	50	solche	PIAT	PIAT
_	193	51	Lähme	NN	NN
_	193	52	/	$(	$(
PAV	193	53	darinnen	ADV	VVFIN
_	193	54	die	ART	ART
_	193	55	Sehnenadern	NN	NN
_	193	56	/	$(	$(
_	193	57	durch	APPR	APPR
PRELS	193	58	welche	PWAT	PRELS
_	193	59	den	ART	ART
_	193	60	Gliedern	NN	NN
_	193	61	die	ART	ART
_	193	62	Bewegung	NN	NN
_	193	63	/	$(	$(
_	193	64	und	KON	KON
_	193	65	das	ART	ART
NN	193	66	Fühlen	VVFIN	NN
APPR	193	67	mit	APPR	ADV
_	193	68	getheilet	VVPP	VVPP
_	193	69	wird	VAFIN	VAFIN
_	193	70	/	$(	$(
_	193	71	durch	APPR	APPR
_	193	72	die	ART	ART
_	193	73	kalten	ADJA	ADJA
_	193	74	Flüsse	NN	NN
VVPP	193	75	verstopft	VVFIN	VVPP
_	193	76	sind	VAFIN	VAFIN
_	193	77	/	$(	$(
_	193	78	dass	KOUS	KOUS
_	193	79	den	ART	ART
_	193	80	Gliedern	NN	NN
_	193	81	ob	KOUS	KOUS
_	193	82	angedeutete	ADJA	ADJA
_	193	83	Kräfte	NN	NN
_	193	84	nicht	PTKNEG	PTKNEG
_	193	85	zukommen	VVINF	VVINF
_	193	86	mögen	VMFIN	VMFIN
_	193	87	/	$(	$(
_	193	88	sondern	KON	KON
PDS	193	89	dieselben	PDAT	PDS
_	193	90	gleichsam	ADJD	ADJD
ADJD	193	91	tot	NN	ADJD
_	193	92	sein	VAINF	VAINF
_	193	93	/	$(	$(
_	193	94	dass	KOUS	KOUS
_	193	95	man	PIS	PIS
PDS	193	96	solche	PIAT	PIS
APPR	193	97	zu	PTKZU	APPR
PIS	193	98	nichts	PIS	PIAT
PIS	193	99	sonderliches	ADJA	ADJA
VVINF	193	100	brauchen	VVFIN	VVINF
_	193	101	kann	VMFIN	VMFIN
_	193	102	.	$.	$.
PDAT	194	1	solche	PIAT	PIAT
_	194	2	Kraft	NN	NN
_	194	3	haben	VAFIN	VAFIN
_	194	4	/	$(	$(
_	194	5	Gott	NN	NN
_	194	6	Lob	NN	NN
_	194	7	/	$(	$(
_	194	8	sehr	ADV	ADV
_	194	9	viele	ADV	PIS
_	194	10	in	APPR	APPR
_	194	11	dem	ART	ART
_	194	12	Brunnen	NN	NN
_	194	13	erfahren	VVINF	VVPP
_	194	14	/	$(	$(
_	194	15	wie	PWAV	KOUS
_	194	16	dann	ADV	ADV
_	194	17	nur	ADV	ADV
_	194	18	vor	APPR	APPR
_	194	19	etlichen	ADJA	PIAT
_	194	20	Tagen	NN	NN
_	194	21	ein	ART	ART
_	194	22	Paralyticus	NE	NN
_	194	23	welcher	PWAT	PWS
_	194	24	etliche	PIAT	PIS
_	194	25	jahrlang	ADJD	ADJD
_	194	26	nicht	PTKNEG	PTKNEG
_	194	27	gehen	VVINF	VVINF
_	194	28	können	VMFIN	VMINF
_	194	29	/	$(	$(
_	194	30	als	KOKOM	KOUS
_	194	31	er	PPER	PPER
_	194	32	diesen	PDAT	PDAT
_	194	33	Brunnen	NN	NN
_	194	34	nicht	PTKNEG	PTKNEG
_	194	35	lange	ADV	ADV
_	194	36	getrunken	VVPP	VVPP
_	194	37	/	$(	$(
_	194	38	und	KON	KON
_	194	39	sich	PRF	PRF
_	194	40	darinnen	ADV	VVFIN
_	194	41	gebadet	VVPP	VVPP
_	194	42	/	$(	$(
_	194	43	wieder	ADV	ADV
_	194	44	frisch	ADJD	ADJD
_	194	45	und	KON	KON
_	194	46	gesund	ADJD	ADJD
_	194	47	davon	PAV	PAV
_	194	48	gegangen	VVPP	VVPP
_	194	49	.	$.	$.
_	195	1	und	KON	KON
_	195	2	ein	ART	ART
PIS	195	3	Anderer	NE	PIS
_	195	4	/	$(	$(
PRELS	195	5	welcher	PWAT	PWS
_	195	6	zuvor	ADV	ADV
_	195	7	an	APPR	APPR
_	195	8	einer	ART	ART
_	195	9	Krücke	NN	NN
VVPP	195	10	gehunken	NE	VVPP
_	195	11	/	$(	$(
_	195	12	hernach	ADV	ADV
_	195	13	aber	ADV	ADV
_	195	14	/	$(	$(
KOUS	195	15	als	KOKOM	KOUS
_	195	16	er	PPER	PPER
_	195	17	diesen	PDAT	PDAT
_	195	18	Brunnen	NN	NN
_	195	19	gebraucht	VVPP	VVPP
_	195	20	/	$(	$(
_	195	21	ohne	APPR	APPR
_	195	22	Krücken	NN	NN
_	195	23	davon	PAV	PAV
_	195	24	gegangen	VVPP	VVPP
_	195	25	/	$(	$(
_	195	26	und	KON	KON
_	195	27	zum	APPRART	APPRART
_	195	28	Zeichen	NN	NN
_	195	29	seiner	PPOSAT	PPOSAT
_	195	30	Gesundheit	NN	NN
_	195	31	früh	ADJD	ADJD
_	195	32	/	$(	$(
_	195	33	ehe	KOUS	KOUS
_	195	34	er	PPER	PPER
_	195	35	wieder	ADV	ADV
_	195	36	nach	APPR	APPR
_	195	37	Hause	NN	NN
_	195	38	gereist	VVPP	VVPP
_	195	39	/	$(	$(
_	195	40	die	ART	ART
_	195	41	Krücken	NN	NN
VVPP	195	42	zerhackt	VVFIN	VVPP
_	195	43	/	$(	$(
_	195	44	und	KON	KON
_	195	45	ihm	PPER	PPER
_	195	46	bei	APPR	APPR
_	195	47	derselben	PDAT	PDAT
_	195	48	eine	ART	ART
_	195	49	Suppe	NN	NN
_	195	50	gekocht	VVPP	VVPP
_	195	51	.	$.	$.
_	196	1	ich	PPER	PPER
_	196	2	will	VMFIN	VMFIN
VVFIN	196	3	geschweigen	VVINF	VVFIN
PIS	196	4	anderer	ADJA	PIS
_	196	5	/	$(	$(
_	196	6	und	KON	KON
_	196	7	auch	ADV	ADV
_	196	8	des	ART	ART
PDS	196	9	jenigen	PIAT	PDAT
_	196	10	/	$(	$(
_	196	11	so	ADV	ADV
_	196	12	sich	PRF	PRF
_	196	13	in	APPR	APPR
_	196	14	einem	ART	ART
_	196	15	Backtrog	NN	NN
_	196	16	zum	APPRART	APPRART
_	196	17	Brunnen	NN	NN
_	196	18	führen	VVINF	VVINF
_	196	19	lassen	VVINF	VVINF
VMINF	196	20	müssen	VMFIN	VMINF
_	196	21	/	$(	$(
_	196	22	und	KON	KON
_	196	23	hernach	ADV	ADV
_	196	24	als	KOKOM	KOKOM
_	196	25	er	PPER	PPER
_	196	26	gesund	ADJD	ADJD
_	196	27	worden	VAPP	VAPP
_	196	28	/	$(	$(
_	196	29	den	ART	ART
_	196	30	Backtrog	NN	NN
_	196	31	an	APPR	APPR
_	196	32	einen	ART	ART
NN	196	33	Baum	NE	NN
_	196	34	aufgehängt	VVPP	VVPP
_	196	35	/	$(	$(
PRELS	196	36	welcher	PWAT	PWS
_	196	37	noch	ADV	ADV
_	196	38	heutigen	ADJA	ADJA
_	196	39	Tages	NN	NN
_	196	40	daran	PAV	PAV
_	196	41	zu	PTKZU	PTKZU
_	196	42	sehen	VVINF	VVINF
_	196	43	.	$.	$.
_	197	1	es	PPER	PPER
