GOLDPOS	SID	TID	TOKEN	POS1	POS2
VVFIN	35	11	empfindet	NE	VVFIN
_	35	12	es	PPER	PPER
_	35	13	sei	VAFIN	VAFIN
_	35	14	Tag	NN	NN
_	35	15	oder	KON	KON
_	35	16	Nacht	NN	NN
_	35	17	.	$.	$.
_	35	18	so	ADV	ADV
VVFIN	35	19	nehmt	NE	VVFIN
APPR	35	20	von	XY	APPR
NN	35	21	Stunde	ADJD	NN
APPO	35	22	an	APPR	APPR
ART	35	23	ein	XY	ART
NN	35	24	Löffel	VVIMP	NN
_	35	25	voll	ADJD	ADJD
_	35	26	des	ART	ART
_	35	27	Pulvers	NN	NN
_	35	28	.	$.	$.
_	36	1	als	KOKOM	KOKOM
APPR	36	2	von	XY	APPR
FM	36	3	Diptam	NE	NE
_	36	4	.	$.	$.
FM	36	5	Bibenelle	NN	NE
_	36	6	.	$.	$.
FM	36	7	Tormentille	NE	NE
_	36	8	.	$.	$.
FM	36	9	bollo	NE	NE
FM	36	10	armeno	NE	NE
_	36	11	.	$.	$.
FM	36	12	terra	NE	NE
FM	36	13	ſigilata	NE	NN
_	36	14	.	$.	$.
_	36	15	mit	APPR	APPR
_	36	16	Wein	NN	NN
_	36	17	und	KON	KON
_	36	18	mit	APPR	APPR
NN	36	19	Wasser	VVIMP	NN
_	36	20	aus	APPR	APPR
TRUNC	36	21	Tormentillen	NE	NN
NN	36	22	wurtzel	NN	ADJD
VVPP	36	23	de­s­til­lie­rt	NE	VVPP
$(	36	24	¶	$(	XY
APPR	36	25	von	NE	APPR
_	36	26	diesem	PDAT	PDAT
NN	36	27	Pulver	VVIMP	NN
VVFIN	36	28	sag	VVIMP	VVIMP
_	36	29	ich	PPER	PPER
_	36	30	dass	KOUS	KOUS
_	36	31	ich	PPER	PPER
CARD	36	32	hundert	VVFIN	CARD
_	36	33	Mal	NN	NN
_	36	34	bewährt	VVPP	VVPP
_	36	35	habe	VAFIN	VAFIN
_	36	36	dass	KOUS	KOUS
_	36	37	ein	ART	ART
PIS	36	38	itzlich	NE	ADJD
_	36	39	dieser	PDAT	PDAT
_	36	40	Wurz	NN	NN
_	36	41	für	APPR	APPR
_	36	42	sich	PRF	PRF
PTK	36	43	selbst	ADJD	ADV
_	36	44	die	ART	ART
_	36	45	Gift	NN	NN
VVFIN	36	46	vertreibt	NE	VVFIN
_	36	47	es	PPER	PPER
VVFIN	36	48	kommt	NE	VVFIN
APPR	36	49	von	XY	APPR
TRUNC	36	50	Tier	NN	NN
NN	36	51	Biss	VVIMP	NN
_	36	52	oder	KON	KON
NN	36	53	Schlangen	VVFIN	NN
_	36	54	.	$.	$.
KOUS	36	55	wann	PWAV	PWAV
APPR	36	56	zu	PTKZU	APPR
NN	36	57	Hand	VAFIN	NN
_	36	58	mit	APPR	APPR
_	36	59	Gewalt	NN	NN
_	36	60	so	ADV	ADV
_	36	61	treibt	VVFIN	VVFIN
_	36	62	es	PPER	PPER
ART	36	63	das	KOUS	ART
_	36	64	Gift	NN	NN
PTKVZ	36	65	aus	APPR	APPR
_	36	66	mit	APPR	APPR
ART	36	67	dem	NE	ART
_	36	68	Blut	NN	NN
_	36	69	darum	PAV	PAV
KOUS	36	70	als	KOKOM	KOKOM
ADV	36	71	bald	VVFIN	ADV
PIS	36	72	man	NE	PIS
PDAT	36	73	dieses	NE	PDAT
NN	36	74	Pulver	VVIMP	NN
VVFIN	36	75	nimmt	NE	VVFIN
_	36	76	soll	VMFIN	VMFIN
PIS	36	77	man	NE	PIS
APPR	36	78	zu	PTKZU	APPR
ART	36	79	der	XY	ART
NN	36	80	Ader	VVINF	NN
VVINF	36	81	lassen	VVFIN	VVINF
_	36	82	und	KON	KON
PDS	36	83	dieser	PDAT	PDS
_	36	84	lassen	VVINF	VVINF
VVINF	36	85	gehen	VVFIN	VVINF
_	36	86	.	$.	$.
APPR	36	87	an	NE	APPR
_	36	88	der	ART	ART
NN	36	89	Ader	VVINF	NN
PRELS	36	90	die	ART	ART
PTKA	36	91	all	PIAT	PIAT
ADJD	36	92	nächst	APPR	ADJD
_	36	93	ist	VAFIN	VAFIN
_	36	94	der	ART	ART
NN	36	95	Stätte	NE	NN
PRELS	36	96	da	ADV	ADV
_	36	97	der	ART	ART
NN	36	98	Beulen	VVIMP	NN
_	36	99	oder	KON	KON
_	36	100	Pestilenz	NN	NN
_	36	101	ist	VAFIN	VAFIN
_	36	102	.	$.	$.
VVFIN	37	1	sieht	NN	VVFIN
PIS	37	2	man	NE	PIS
PIAT	37	3	keine	NE	PIAT
NN	37	4	Beulen	VVIMP	NN
_	37	5	oder	KON	KON
NN	37	6	Schwäre	ADJD	NN
_	37	7	.	$.	$.
ADV	38	1	besonder	VVIMP	ADV
_	38	2	ein	ART	ART
NN	38	3	Hitze	NE	NN
_	38	4	mit	APPR	APPR
NN	38	5	Kälte	VVFIN	NN
_	38	6	und	KON	KON
NN	38	7	Zittern	VVIMP	NN
_	38	8	.	$.	$.
_	39	1	und	KON	KON
_	39	2	die	ART	ART
_	39	3	Glieder	NN	NN
VAFIN	39	4	werden	VAINF	VAFIN
_	39	5	schwer	ADJD	ADJD
_	39	6	und	KON	KON
ART	39	7	dem	NE	ART
_	39	8	Menschen	NN	NN
_	39	9	schläfert	VVFIN	VVFIN
_	39	10	.	$.	$.
_	40	1	so	ADV	ADV
_	40	2	nehmt	VVFIN	VVFIN
_	40	3	das	ART	ART
ADJA	40	4	vorgeschriebene	VVPP	ADJA
NN	40	5	Pulver	VVIMP	NN
APPR	40	6	in	APPR	APPR
NN	40	7	Maßen	VVFIN	NN
_	40	8	wie	KOKOM	KOKOM
ADV	40	9	vor	APPR	ADV
VVPP	40	10	berührt	VVFIN	VVPP
_	40	11	ist	VAFIN	VAFIN
_	40	12	und	KON	KON
_	40	13	von	APPR	APPR
NN	40	14	Stunde	VVFIN	NN
APZR	40	15	an	APPR	APZR
VVFIN	40	16	lasse	VVFIN	VVFIN
_	40	17	man	PIS	PIS
_	40	18	die	ART	ART
_	40	19	Medianadern	NN	NN
_	40	20	und	KON	KON
_	40	21	über	APPR	APPR
_	40	22	eine	ART	ART
NN	40	23	Stunde	VVFIN	NN
_	40	24	lasse	VVFIN	VVFIN
_	40	25	man	PIS	PIS
ADV	40	26	an­der­wärts	NE	ADV
_	40	27	ist	VAFIN	VAFIN
_	40	28	anders	ADV	ADV
_	40	29	die	ART	ART
_	40	30	Natur	NN	NN
PTKA	40	31	so	ADV	ADV
_	40	32	kräftig	ADJD	ADJD
KOUS	40	33	dass	ART	KOUS
_	40	34	sie	PPER	PPER
_	40	35	das	ART	ART
NN	40	36	Lassen	VVINF	NN
_	40	37	geleiden	VVINF	VVINF
_	40	38	mag	VMFIN	VMFIN
_	40	39	merkt	VVFIN	VVFIN
_	40	40	eben	ADV	ADV
KOUS	40	41	dass	ART	KOUS
PIS	40	42	man	NE	PIS
_	40	43	viel	ADV	ADV
_	40	44	auf	APPR	APPR
_	40	45	ein	ART	ART
_	40	46	Mal	NN	NN
VVINF	40	47	lassen	VVFIN	VVINF
VMFIN	40	48	soll	NE	VMFIN
_	40	49	also	ADV	ADV
KOUS	40	50	dass	ART	KOUS
_	40	51	ein	ART	ART
_	40	52	Pfund	NN	NN
_	40	53	Bluts	NN	NN
VVPP	40	54	gelassen	NN	VVPP
_	40	55	werde	VAFIN	VAFIN
_	40	56	.	$.	$.
KON	40	57	wann	PWAV	PWAV
PIS	40	58	wenig	PIS	PIAT
_	40	59	Bluts	NN	NN
_	40	60	lassen	VVINF	VVINF
_	40	61	ist	VAFIN	VAFIN
ADJD	40	62	schädlicher	ADJA	ADJD
KOKOM	40	63	dann	ADV	ADV
KOUS	40	64	dass	ART	KOUS
_	40	65	man	PIS	PIS
_	40	66	nicht	PTKNEG	PTKNEG
_	40	67	ließ	VVFIN	VVFIN
_	40	68	und	KON	KON
_	40	69	tötet	VVFIN	VVFIN
_	40	70	mehr	ADV	ADV
KOKOM	40	71	dann	ADV	ADV
_	40	72	sie	PPER	PPER
_	40	73	gesund	ADJD	ADJD
_	40	74	macht	VVFIN	VVFIN
_	40	75	und	KON	KON
PDS	40	76	das	ART	PDS
_	40	77	sehen	VVFIN	VVFIN
_	40	78	wir	PPER	PPER
_	40	79	vor	APPR	APPR
_	40	80	Augen	NN	NN
KOUS	40	81	wann	PWAV	PWAV
PIS	40	82	alle	PIAT	PIS
_	40	83	die	ART	ART
NN	40	84	Pestilenz	NE	NN
PTKVZ	40	85	an	APPR	PTKVZ
_	40	86	stößt	VVFIN	VVFIN
VVINF	40	87	lassen	VVINF	VVFIN
APPR	40	88	zu	PTKZU	APPR
_	40	89	der	ART	ART
NN	40	90	Ader	VVINF	NN
_	40	91	.	$.	$.
_	41	1	aber	KON	KON
_	41	2	nach	APPR	APPR
_	41	3	aller	PIAT	PIAT
_	41	4	Gewohnheit	NN	NN
VVFIN	41	5	lassen	VVINF	VVFIN
_	41	6	sie	PPER	PPER
PIS	41	7	wenig	PIS	PIAT
_	41	8	Bluts	NN	NN
VVINF	41	9	gehen	APPR	VVINF
_	41	10	und	KON	KON
VVFIN	41	11	sterben	VVINF	VVFIN
KON	41	12	sonder	NN	ADJD
_	41	13	in	APPR	APPR
_	41	14	der	ART	ART
_	41	15	großen	ADJA	ADJA
NN	41	16	Aderlassung	NE	NN
KOUS	41	17	so	ADV	ADV
PIS	41	18	man	NE	PIS
PIS	41	19	viel	ADV	PIAT
_	41	20	Bluts	NN	NN
_	41	21	auf	APPR	APPR
_	41	22	ein	ART	ART
_	41	23	Mal	NN	NN
VVFIN	41	24	lässt	VVIMP	VVFIN
VVINF	41	25	gehen	APPR	VVINF
_	41	26	.	$.	$.
_	42	1	ist	VAFIN	VAFIN
_	42	2	anders	ADV	ADV
KOUS	42	3	wann	PWAV	PWAV
_	42	4	das	ART	ART
NN	42	5	Vergift	NE	NN
_	42	6	geht	VVFIN	VVFIN
_	42	7	mit	APPR	APPR
_	42	8	dem	ART	ART
_	42	9	Blut	NN	NN
_	42	10	.	$.	$.
_	42	11	und	KON	KON
_	42	12	der	ART	ART
_	42	13	Mensch	NN	NN
VVFIN	42	14	genest	NN	VVFIN
_	42	15	und	KON	KON
_	42	16	ist	VAFIN	VAFIN
_	42	17	die	ART	ART
NN	42	18	Ursache	NE	NN
KOUS	42	19	so	ADV	ADV
_	42	20	die	ART	ART
NN	42	21	Ader	VVIMP	NN
_	42	22	geschlagen	VVPP	VVPP
_	42	23	wird	VAFIN	VAFIN
_	42	24	und	KON	KON
_	42	25	das	ART	ART
_	42	26	Blut	NN	NN
_	42	27	beginnt	VVFIN	VVFIN
_	42	28	zu	PTKZU	PTKZU
VVINF	42	29	laufen	VVFIN	VVINF
_	42	30	.	$.	$.
_	43	1	so	ADV	ADV
_	43	2	wird	VAFIN	VAFIN
APPR	43	3	zu	PTKZU	APPR
NN	43	4	Hand	VAFIN	NN
_	43	5	ein	ART	ART
_	43	6	große	ADJA	ADJA
_	43	7	Bewegung	NN	NN
_	43	8	des	ART	ART
_	43	9	Geblüts	NN	NN
_	43	10	und	KON	KON
_	43	11	der	ART	ART
PIAT	43	12	anderen	ADJA	PIAT
_	43	13	Feuchtigkeit	NN	NN
_	43	14	des	ART	ART
_	43	15	Leichnams	NN	NN
_	43	16	und	KON	KON
_	43	17	aus	APPR	APPR
_	43	18	der	ART	ART
_	43	19	Bewegung	NN	NN
_	43	20	der	ART	ART
ADJA	43	21	vergiftigen	NE	ADJA
_	43	22	Bradem	NN	NN
_	43	23	steigt	VVFIN	VVFIN
PTKVZ	43	24	auf	APPR	APPR
APPR	43	25	zu	PTKZU	APPR
_	43	26	dem	ART	ART
_	43	27	Herzen	NN	NN
_	43	28	und	KON	KON
APPR	43	29	zu	PTKZU	APPR
_	43	30	den	ART	ART
_	43	31	vorgenehmsten	ADJA	ADJA
_	43	32	Gliedern	NN	NN
_	43	33	und	KON	KON
_	43	34	mag	VMFIN	VMFIN
_	43	35	nicht	PTKNEG	PTKNEG
ADV	43	36	sobald	KOUS	KOUS
_	43	37	die	ART	ART
ADJA	43	38	vergifteten	NE	ADJA
_	43	39	Materien	NN	NN
_	43	40	ausgetrieben	VVPP	VVPP
VAINF	43	41	werden	VAFIN	VAINF
_	43	42	.	$.	$.
_	43	43	und	KON	KON
KOUS	43	44	so	ADV	ADV
_	43	45	die	ART	ART
NN	43	46	Ader	VVIMP	NN
PTKVZ	43	47	zu	PTKZU	PTKVZ
_	43	48	getan	VVPP	VVPP
_	43	49	wird	VAFIN	VAFIN
KOUS	43	50	eh	ADV	ADV
_	43	51	die	ART	ART
ADJA	43	52	vergiftige	NE	ADJA
_	43	53	Materie	NN	NN
ADV	43	54	gänzlich	NE	ADJD
_	43	55	ausgetrieben	VVPP	VVPP
_	43	56	wird	VAFIN	VAFIN
_	43	57	so	ADV	ADV
_	43	58	läuft	VVFIN	VVFIN
_	43	59	der	ART	ART
ADJA	43	60	vergiftige	ADJD	ADJA
NN	43	61	Bradem	NE	NN
ADV	43	62	bald	VVFIN	ADV
APPR	43	63	zu	PTKZU	APPR
_	43	64	dem	ART	ART
_	43	65	Herzen	NN	NN
_	43	66	und	KON	KON
ADJD	43	67	schnell	ADJD	ADJD
_	43	68	tötet	VVFIN	VVFIN
PDS	43	69	das	ART	PDS
_	43	70	.	$.	$.
KOUS	43	71	so	ADV	ADV
_	43	72	aber	ADV	ADV
_	43	73	das	ART	ART
NN	43	74	Lassen	VVFIN	NN
_	43	75	groß	ADJD	ADJD
_	43	76	und	KON	KON
_	43	77	viel	ADV	ADV
_	43	78	ist	VAFIN	VAFIN
_	43	79	.	$.	$.
_	44	1	wie	KOKOM	KOKOM
_	44	2	wohl	ADV	ADV
_	44	3	auch	ADV	ADV
VVPP	44	4	bewegt	VVFIN	VVPP
_	44	5	wird	VAFIN	VAFIN
_	44	6	die	ART	ART
ADJA	44	7	vergiftige	NE	ADJA
NN	44	8	Materie	NE	NN
_	44	9	so	ADV	ADV
_	44	10	wird	VAFIN	VAFIN
_	44	11	das	ART	ART
_	44	12	Vergift	NN	NN
_	44	13	doch	ADV	ADV
_	44	14	durch	APPR	APPR
_	44	15	das	ART	ART
ADJA	44	16	lange	ADV	ADJA
NN	44	17	Laufen	VVFIN	NN
_	44	18	der	ART	ART
NN	44	19	Adern	VVINF	NN
_	44	20	ganz	ADV	ADV
_	44	21	ausgelegt	VVPP	VVPP
_	44	22	und	KON	KON
KOUS	44	23	ob	PTKVZ	KOUS
_	44	24	je	ADV	ADV
_	44	25	etwas	PIS	PIS
VVFIN	44	26	blieb	NE	VVFIN
_	44	27	des	ART	ART
NN	44	28	Vergifts	NE	NN
_	44	29	in	APPR	APPR
ART	44	30	dem	NE	ART
_	44	31	Leichnam	NN	NN
_	44	32	.	$.	$.
_	44	33	so	ADV	ADV
_	44	34	wird	VAFIN	VAFIN
_	44	35	die	ART	ART
_	44	36	Natur	NN	NN
ADJD	44	37	mächtiger	ADJA	ADJD
_	44	38	und	KON	KON
_	44	39	kräftiger	ADJD	ADJD
_	44	40	wider	APPR	APPR
PDS	44	41	das	ART	ART
VVPP	44	42	überblieben	VVFIN	VVPP
_	44	43	ist	VAFIN	VAFIN
_	44	44	.	$.	$.
_	45	1	und	KON	KON
_	45	2	durch	APPR	APPR
_	45	3	Hilfe	NN	NN
_	45	4	der	ART	ART
_	45	5	Arznei	NN	NN
_	45	6	wird	VAFIN	VAFIN
_	45	7	der	ART	ART
_	45	8	Natur	NN	NN
_	45	9	Hilfe	NN	NN
_	45	10	getan	VVPP	VVPP
_	45	11	.	$.	$.
$(	46	1	¶	$(	XY
_	46	2	auch	ADV	ADV
_	46	3	habe	VAFIN	VAFIN
_	46	4	ich	PPER	PPER
PIS	46	5	keinen	PIAT	PIS
VVPP	46	6	vernommen	NE	VVPP
PRELS	46	7	der	ART	ART
_	46	8	sich	PRF	PRF
_	46	9	nach	APPR	APPR
ADJA	46	10	obgeschriebener	NE	ADJA
_	46	11	Arznei	NN	NN
_	46	12	und	KON	KON
NN	46	13	Weise	VVFIN	NN
VVPP	46	14	gehalten	ADJA	VVPP
_	46	15	habe	VAFIN	VAFIN
_	46	16	mit	APPR	APPR
_	46	17	Aderlassen	NN	NN
_	46	18	und	KON	KON
_	46	19	gutem	ADJA	ADJA
NN	46	20	Regiment	NE	NN
_	46	21	.	$.	$.
PRELS	46	22	der	ART	ART
_	46	23	in	APPR	APPR
_	46	24	der	ART	ART
NN	46	25	Sucht	VVFIN	NN
_	46	26	der	ART	ART
NN	46	27	Pestilenz	NE	NN
_	46	28	gestorben	VVPP	VVPP
_	46	29	sei	VAFIN	VAFIN
$(	46	30	¶	$(	XY
_	46	31	gedruckt	VVPP	VVPP
APPR	46	32	zu	PTKZU	APPR
_	46	33	Erfurt	NE	NE
_	46	34	.	$.	$.
_	47	1	von	APPR	APPR
_	47	2	Hansen	NE	NE
_	47	3	Sporer	NN	NN
_	47	4	bei	APPR	APPR
_	47	5	.	$.	$.
_	47	6	Sankt	NE	NE
_	47	8	Veits	NE	NE
_	47	9	Pfarrer	NN	NN
_	47	10	in	APPR	APPR
XY	47	11	??	$.	NN
FM	48	1	Liiy	FM	NE
_	48	2	.	$.	$.
FM	48	3	Jahr	FM	NN
_	48	4	.	$.	$.
