	token_ids	tokens	goldlabels	predictions
41	11	und	KON	KON
41	12	der	ART	ART
41	13	Mensch	NN	NN
41	14	genest	NN	VVFIN
41	15	und	KON	KON
41	16	ist	VAFIN	VAFIN
41	17	die	ART	ART
41	18	Ursache	NE	NN
41	19	so	ADV	ADV
41	20	die	ART	ART
41	21	Ader	VVIMP	NN
41	22	geschlagen	VVPP	VVPP
41	23	wird	VAFIN	VAFIN
41	24	und	KON	KON
41	25	das	ART	ART
41	26	Blut	NN	NN
41	27	beginnt	VVFIN	VVFIN
41	28	zu	PTKZU	PTKZU
41	29	laufen	VVFIN	VVINF
41	30	.	$.	$.
42	1	so	ADV	ADV
42	2	wird	VAFIN	VAFIN
42	3	zu	PTKZU	APPR
42	4	Hand	VAFIN	NN
42	5	ein	ART	ART
42	6	große	ADJA	ADJA
42	7	Bewegung	NN	NN
42	8	des	ART	ART
42	9	Geblüts	NN	NN
42	10	und	KON	KON
42	11	der	ART	ART
42	12	anderen	ADJA	PIAT
42	13	Feuchtigkeit	NN	NN
42	14	des	ART	ART
42	15	Leichnams	NN	NN
42	16	und	KON	KON
42	17	aus	APPR	APPR
42	18	der	ART	ART
42	19	Bewegung	NN	NN
42	20	der	ART	ART
42	21	vergiftigen	NE	ADJA
42	22	Bradem	NN	NE
42	23	steigt	VVFIN	VVFIN
42	24	auf	APPR	APPR
42	25	zu	PTKZU	APPR
42	26	dem	ART	ART
42	27	Herzen	NN	NN
42	28	und	KON	KON
42	29	zu	PTKZU	APPR
42	30	den	ART	ART
42	31	vorgenehmsten	ADJA	ADJA
42	32	Gliedern	NN	NN
42	33	und	KON	KON
42	34	mag	VMFIN	VMFIN
42	35	nicht	PTKNEG	PTKNEG
42	36	sobald	KOUS	KOUS
42	37	die	ART	ART
42	38	vergifteten	NE	ADJA
42	39	Materien	NN	NN
42	40	ausgetrieben	VVPP	VVPP
42	41	werden	VAFIN	VAINF
42	42	.	$.	$.
42	43	und	KON	KON
42	44	so	ADV	ADV
42	45	die	ART	ART
42	46	Ader	VVIMP	NN
42	47	zu	PTKZU	PTKVZ
42	48	getan	VVPP	VVPP
42	49	wird	VAFIN	VAFIN
42	50	eh	ADV	ADV
42	51	die	ART	ART
42	52	vergiftige	NE	ADJA
42	53	Materie	NN	NN
42	54	gänzlich	NE	ADJD
42	55	ausgetrieben	VVPP	VVPP
42	56	wird	VAFIN	VAFIN
42	57	so	ADV	ADV
42	58	läuft	VVFIN	VVFIN
42	59	der	ART	ART
42	60	vergiftige	ADJD	ADJA
42	61	Bradem	NE	NE
42	62	bald	VVFIN	ADV
42	63	zu	PTKZU	APPR
42	64	dem	ART	ART
42	65	Herzen	NN	NN
42	66	und	KON	KON
42	67	schnell	ADJD	ADJD
42	68	tötet	VVFIN	VVFIN
42	69	das	ART	PDS
42	70	.	$.	$.
42	71	so	ADV	ADV
42	72	aber	ADV	ADV
42	73	das	ART	ART
42	74	Lassen	VVFIN	NN
42	75	groß	ADJD	ADJD
42	76	und	KON	KON
42	77	viel	ADV	ADV
42	78	ist	VAFIN	VAFIN
42	79	.	$.	$.
43	1	wie	KOKOM	KOKOM
43	2	wohl	ADV	ADV
43	3	auch	ADV	ADV
43	4	bewegt	VVFIN	VVPP
43	5	wird	VAFIN	VAFIN
43	6	die	ART	ART
43	7	vergiftige	NE	ADJA
43	8	Materie	NE	NN
43	9	so	ADV	ADV
43	10	wird	VAFIN	VAFIN
43	11	das	ART	ART
43	12	Vergift	NN	NN
43	13	doch	ADV	ADV
43	14	durch	APPR	APPR
43	15	das	ART	ART
43	16	lange	ADV	ADJA
43	17	Laufen	VVFIN	NN
43	18	der	ART	ART
43	19	Adern	VVINF	NN
43	20	ganz	ADV	ADV
43	21	ausgelegt	VVPP	VVPP
43	22	und	KON	KON
43	23	ob	PTKVZ	KOUS
43	24	je	ADV	ADV
43	25	etwas	PIS	ADV
43	26	blieb	NE	VVFIN
43	27	des	ART	ART
43	28	Vergifts	NE	NN
43	29	in	APPR	APPR
43	30	dem	NE	ART
43	31	Leichnam	NN	NN
43	32	.	$.	$.
43	33	so	ADV	ADV
43	34	wird	VAFIN	VAFIN
43	35	die	ART	ART
43	36	Natur	NN	NN
43	37	mächtiger	ADJA	ADJD
43	38	und	KON	KON
43	39	kräftiger	ADJD	ADJD
43	40	wider	APPR	APPR
43	41	das	ART	ART
43	42	überblieben	VVFIN	VVFIN
43	43	ist	VAFIN	VAFIN
43	44	.	$.	$.
44	1	und	KON	KON
44	2	durch	APPR	APPR
44	3	Hilfe	NN	NN
44	4	der	ART	ART
44	5	Arznei	NN	NN
44	6	wird	VAFIN	VAFIN
44	7	der	ART	ART
44	8	Natur	NN	NN
44	9	Hilfe	NN	NN
44	10	getan	VVPP	VVPP
44	11	.	$.	$.
45	1	¶	$(	XY
45	2	auch	ADV	ADV
45	3	habe	VAFIN	VAFIN
45	4	ich	PPER	PPER
45	5	keinen	PIAT	PIS
45	6	vernommen	NE	VVPP
45	7	der	ART	ART
45	8	sich	PRF	PRF
45	9	nach	APPR	APPR
45	10	obgeschriebener	NE	ADJA
45	11	Arznei	NN	NN
45	12	und	KON	KON
45	13	Weise	VVFIN	NN
45	14	gehalten	ADJA	VVPP
45	15	habe	VAFIN	VAFIN
45	16	mit	APPR	APPR
45	17	Aderlassen	NN	NN
45	18	und	KON	KON
45	19	gutem	ADJA	ADJA
45	20	Regiment	NE	NN
45	21	.	$.	$.
45	22	der	ART	ART
45	23	in	APPR	APPR
45	24	der	ART	ART
45	25	Sucht	VVFIN	NN
45	26	der	ART	ART
45	27	Pestilenz	NE	NN
45	28	gestorben	VVPP	VVPP
45	29	sei	VAFIN	VAFIN
45	30	¶	$(	NN
45	31	gedruckt	VVPP	VVPP
45	32	zu	PTKZU	APPR
45	33	Erfurt	NE	NE
45	34	.	$.	$.
46	1	von	APPR	APPR
46	2	Hansen	NE	NE
46	3	Sporer	NN	NN
46	4	bei	APPR	APPR
46	5	.	$.	$.
46	6	Sankt	NE	NE
46	8	Veits	NE	NE
46	9	Pfarrer	NN	NN
46	10	in	APPR	APPR
46	11	??	$.	NN
47	1	Liiy	FM	ADJA
47	2	.	$.	$.
47	3	Jahr	FM	NN
47	4	.	$.	$.
