SID	TID	TOKEN	POS1	POS2
42	12	der	ART	ART
42	13	Mensch	NN	NN
42	14	genest	NN	VVFIN
42	15	und	KON	KON
42	16	ist	VAFIN	VAFIN
42	17	die	ART	ART
42	18	Ursache	NE	NN
42	19	so	ADV	ADV
42	20	die	ART	ART
42	21	Ader	VVIMP	NN
42	22	geschlagen	VVPP	VVPP
42	23	wird	VAFIN	VAFIN
42	24	und	KON	KON
42	25	das	ART	ART
42	26	Blut	NN	NN
42	27	beginnt	VVFIN	VVFIN
42	28	zu	PTKZU	PTKZU
42	29	laufen	VVFIN	VVINF
42	30	.	$.	$.
43	1	so	ADV	ADV
43	2	wird	VAFIN	VAFIN
43	3	zu	PTKZU	APPR
43	4	Hand	VAFIN	NN
43	5	ein	ART	ART
43	6	große	ADJA	ADJA
43	7	Bewegung	NN	NN
43	8	des	ART	ART
43	9	Geblüts	NN	NN
43	10	und	KON	KON
43	11	der	ART	ART
43	12	anderen	ADJA	PIAT
43	13	Feuchtigkeit	NN	NN
43	14	des	ART	ART
43	15	Leichnams	NN	NN
43	16	und	KON	KON
43	17	aus	APPR	APPR
43	18	der	ART	ART
43	19	Bewegung	NN	NN
43	20	der	ART	ART
43	21	vergiftigen	NE	ADJA
43	22	Bradem	NN	NN
43	23	steigt	VVFIN	VVFIN
43	24	auf	APPR	APPR
43	25	zu	PTKZU	APPR
43	26	dem	ART	ART
43	27	Herzen	NN	NN
43	28	und	KON	KON
43	29	zu	PTKZU	APPR
43	30	den	ART	ART
43	31	vorgenehmsten	ADJA	ADJA
43	32	Gliedern	NN	NN
43	33	und	KON	KON
43	34	mag	VMFIN	VMFIN
43	35	nicht	PTKNEG	PTKNEG
43	36	sobald	KOUS	KOUS
43	37	die	ART	ART
43	38	vergifteten	NE	ADJA
43	39	Materien	NN	NN
43	40	ausgetrieben	VVPP	VVPP
43	41	werden	VAFIN	VAINF
43	42	.	$.	$.
43	43	und	KON	KON
43	44	so	ADV	ADV
43	45	die	ART	ART
43	46	Ader	VVIMP	NN
43	47	zu	PTKZU	PTKVZ
43	48	getan	VVPP	VVPP
43	49	wird	VAFIN	VAFIN
43	50	eh	ADV	ADV
43	51	die	ART	ART
43	52	vergiftige	NE	ADJA
43	53	Materie	NN	NN
43	54	gänzlich	NE	ADJD
43	55	ausgetrieben	VVPP	VVPP
43	56	wird	VAFIN	VAFIN
43	57	so	ADV	ADV
43	58	läuft	VVFIN	VVFIN
43	59	der	ART	ART
43	60	vergiftige	ADJD	ADJA
43	61	Bradem	NE	NN
43	62	bald	VVFIN	ADV
43	63	zu	PTKZU	APPR
43	64	dem	ART	ART
43	65	Herzen	NN	NN
43	66	und	KON	KON
43	67	schnell	ADJD	ADJD
43	68	tötet	VVFIN	VVFIN
43	69	das	ART	PDS
43	70	.	$.	$.
43	71	so	ADV	ADV
43	72	aber	ADV	ADV
43	73	das	ART	ART
43	74	Lassen	VVFIN	NN
43	75	groß	ADJD	ADJD
43	76	und	KON	KON
43	77	viel	ADV	ADV
43	78	ist	VAFIN	VAFIN
43	79	.	$.	$.
44	1	wie	KOKOM	KOKOM
44	2	wohl	ADV	ADV
44	3	auch	ADV	ADV
44	4	bewegt	VVFIN	VVPP
44	5	wird	VAFIN	VAFIN
44	6	die	ART	ART
44	7	vergiftige	NE	ADJA
44	8	Materie	NE	NN
44	9	so	ADV	ADV
44	10	wird	VAFIN	VAFIN
44	11	das	ART	ART
44	12	Vergift	NN	NN
44	13	doch	ADV	ADV
44	14	durch	APPR	APPR
44	15	das	ART	ART
44	16	lange	ADV	ADJA
44	17	Laufen	VVFIN	NN
44	18	der	ART	ART
44	19	Adern	VVINF	NN
44	20	ganz	ADV	ADV
44	21	ausgelegt	VVPP	VVPP
44	22	und	KON	KON
44	23	ob	PTKVZ	KOUS
44	24	je	ADV	ADV
44	25	etwas	PIS	PIS
44	26	blieb	NE	VVFIN
44	27	des	ART	ART
44	28	Vergifts	NE	NN
44	29	in	APPR	APPR
44	30	dem	NE	ART
44	31	Leichnam	NN	NN
44	32	.	$.	$.
44	33	so	ADV	ADV
44	34	wird	VAFIN	VAFIN
44	35	die	ART	ART
44	36	Natur	NN	NN
44	37	mächtiger	ADJA	ADJD
44	38	und	KON	KON
44	39	kräftiger	ADJD	ADJD
44	40	wider	APPR	APPR
44	41	das	ART	ART
44	42	überblieben	VVFIN	VVPP
44	43	ist	VAFIN	VAFIN
44	44	.	$.	$.
45	1	und	KON	KON
45	2	durch	APPR	APPR
45	3	Hilfe	NN	NN
45	4	der	ART	ART
45	5	Arznei	NN	NN
45	6	wird	VAFIN	VAFIN
45	7	der	ART	ART
45	8	Natur	NN	NN
45	9	Hilfe	NN	NN
45	10	getan	VVPP	VVPP
45	11	.	$.	$.
46	1	¶	$(	XY
46	2	auch	ADV	ADV
46	3	habe	VAFIN	VAFIN
46	4	ich	PPER	PPER
46	5	keinen	PIAT	PIS
46	6	vernommen	NE	VVPP
46	7	der	ART	ART
46	8	sich	PRF	PRF
46	9	nach	APPR	APPR
46	10	obgeschriebener	NE	ADJA
46	11	Arznei	NN	NN
46	12	und	KON	KON
46	13	Weise	VVFIN	NN
46	14	gehalten	ADJA	VVPP
46	15	habe	VAFIN	VAFIN
46	16	mit	APPR	APPR
46	17	Aderlassen	NN	NN
46	18	und	KON	KON
46	19	gutem	ADJA	ADJA
46	20	Regiment	NE	NN
46	21	.	$.	$.
46	22	der	ART	ART
46	23	in	APPR	APPR
46	24	der	ART	ART
46	25	Sucht	VVFIN	NN
46	26	der	ART	ART
46	27	Pestilenz	NE	NN
46	28	gestorben	VVPP	VVPP
46	29	sei	VAFIN	VAFIN
46	30	¶	$(	XY
46	31	gedruckt	VVPP	VVPP
46	32	zu	PTKZU	APPR
46	33	Erfurt	NE	NE
46	34	.	$.	$.
47	1	von	APPR	APPR
47	2	Hansen	NE	NE
47	3	Sporer	NN	NN
47	4	bei	APPR	APPR
47	5	.	$.	$.
47	6	Sankt	NE	NE
47	8	Veits	NE	NE
47	9	Pfarrer	NN	NN
47	10	in	APPR	APPR
47	11	??	$.	NN
48	1	Liiy	FM	NE
48	2	.	$.	$.
48	3	Jahr	FM	NN
48	4	.	$.	$.
