SID	TID	TOKEN	POS1	POS2
58	47	Armeniæ	FM	NE
58	48	uulgaris	FM	NE
58	49	præparatæ	FM	NE
58	50	℥.	FM	ADJA
58	51	1.	FM	ADJA
58	52	terræ	FM	NE
58	53	Leminæ	FM	NE
58	54	z	FM	APPRART
58	55	3.	FM	ADJA
58	56	aloes	FM	NE
58	57	hepaticæ	FM	NE
58	58	,	$,	$,
58	59	mirhæ	FM	NE
58	60	ana.	FM	NE
58	61	℥.	FM	NN
58	62	s.	FM	ADV
58	63	croci	FM	NE
58	64	z.	FM	APPRART
58	65	1.	FM	ADJA
58	66	mastiches	FM	NN
58	67	z.	FM	APPRART
58	68	2.	FM	ADJA
58	69	Rhapontici	FM	NE
58	70	&	$(	KON
58	71	rhabarbaræ	FM	NE
58	72	ana	FM	NE
58	73	z.	FM	APPRART
58	74	1.	FM	ADJA
58	75	s.	FM	ADV
58	76	hæc	FM	NE
58	77	omnia	FM	NE
58	78	qua̍m	FM	NN
58	79	subtilissime̍	FM	NN
58	80	trita	FM	NE
58	81	commisceantur	FM	NN
58	82	.	$.	$.
59	1	davon	PAV	PAV
59	2	wann	PWAV	PWAV
59	3	einer	ART	PIS
59	4	sich	PRF	PRF
59	5	bewahren	VVINF	VVINF
59	6	will	VMFIN	VMFIN
59	7	/	$(	$(
59	8	soll	VMFIN	VMFIN
59	9	er	PPER	PPER
59	10	nehmen	VVINF	VVFIN
59	11	bei	APPR	APPR
59	12	einem	ART	ART
59	13	Quentin	NN	NE
59	14	/	$(	$(
59	15	um	APPR	APPR
59	16	den	ART	ART
59	17	dritten	ADJA	ADJA
59	18	Tag	NN	NN
59	19	des	ART	ART
59	20	Morgens	ADV	NN
59	21	/	$(	$(
59	22	mit	APPR	APPR
59	23	einem	ART	ART
59	24	warmen	ADJA	ADJA
59	25	Wein	NN	NN
59	26	.	$.	$.
60	1	dasselbige	PDAT	NN
60	2	mag	VMFIN	VMFIN
60	3	er	PPER	PPER
60	4	auch	ADV	ADV
60	5	tun	VVINF	VVINF
60	6	/	$(	$(
60	7	so	ADV	ADV
60	8	er	PPER	PPER
60	9	mit	APPR	APPR
60	10	der	ART	ART
60	11	Gift	NN	NN
60	12	begriffen	VVPP	VVPP
60	13	ist	VAFIN	VAFIN
60	14	.	$.	$.
61	1	doch	KON	KON
61	2	wird	VAFIN	VAFIN
61	3	ein	ART	ART
61	4	jedermann	PIS	PIS
61	5	eines	ART	ART
61	6	guten	ADJA	ADJA
61	7	Arztes	NN	NN
61	8	in	APPR	APPR
61	9	dieser	PDAT	PDAT
61	10	Sache	NN	NN
61	11	wohl	ADV	ADV
61	12	bedürfen	VVFIN	VVINF
61	13	.	$.	$.
62	1	wann	PWAV	PWAV
62	2	einer	ART	PIS
62	3	auf	APPR	APPR
62	4	dies	PDS	PDAT
62	5	Mal	NN	NN
62	6	eine	ART	ART
62	7	Arznei	NE	NN
62	8	gebraucht	VVPP	VVPP
62	9	hat	VAFIN	VAFIN
62	10	/	$(	$(
62	11	wie	KOKOM	KOKOM
62	12	zuvor	ADV	ADV
62	13	angezeigt	VVPP	VVPP
62	14	/	$(	$(
62	15	soll	VMFIN	VMFIN
62	16	er	PPER	PPER
62	17	keinerlei	PIAT	PIAT
62	18	Weise	VVFIN	NN
62	19	schlafen	VVINF	VVINF
62	20	/	$(	$(
62	21	sondern	APPR	KON
62	22	allen	PIAT	PIAT
62	23	Fleiß	NN	NN
62	24	darzu	PTKVZ	ADV
62	25	tun	VVINF	VVINF
62	26	dass	ART	KOUS
62	27	er	PPER	PPER
62	28	wohl	ADV	ADV
62	29	möchte	VMFIN	VMFIN
62	30	schwitzen	VVINF	VVINF
62	31	.	$.	$.
63	1	dann	ADV	ADV
63	2	das	ART	PDS
63	3	ist	VAFIN	VAFIN
63	4	nicht	PTKNEG	PTKNEG
63	5	ein	ART	ART
63	6	kleiner	ADJA	ADJA
63	7	Vorteil	NN	NN
63	8	/	$(	$(
63	9	und	KON	KON
63	10	das	ART	PDS
63	11	soll	VMFIN	VMFIN
63	12	er	PPER	PPER
63	13	auch	ADV	ADV
63	14	tun	VVINF	VVINF
63	15	/	$(	$(
63	16	so	ADV	ADV
63	17	er	PPER	PPER
63	18	sich	PRF	PRF
63	19	vermutet	VVFIN	VVPP
63	20	/	$(	$(
63	21	dass	ART	KOUS
63	22	er	PPER	PPER
63	23	möchte	VMFIN	VMFIN
63	24	vergiftet	NN	VVPP
63	25	sein	VAINF	VAINF
63	26	.	$.	$.
64	1	dieweil	KOUS	ADV
64	2	solche	PIAT	PIAT
64	3	Arznei	NN	NN
64	4	auch	ADV	ADV
64	5	in	APPR	APPR
64	6	etlichen	ADJA	PIAT
64	7	Fiebern	NN	NN
64	8	dienen	VVINF	VVINF
64	9	möchten	VMFIN	VMFIN
64	10	/	$(	$(
64	11	so	ADV	ADV
64	12	sie	PPER	PPER
64	13	ordentlich	ADJD	ADJD
64	14	gegeben	VVPP	VVPP
64	15	werden	VAINF	VAINF
64	16	.	$.	$.
65	1	so	ADV	ADV
65	2	aber	ADV	ADV
65	3	einer	ART	PIS
65	4	nicht	PTKNEG	PTKNEG
65	5	bald	ADV	ADV
65	6	schwitzen	VVINF	VVINF
65	7	könnte	VMFIN	VMFIN
65	8	/	$(	$(
65	9	so	ADV	ADV
65	10	lege	VVFIN	VVFIN
65	11	man	PIS	PIS
65	12	den	ART	ART
65	13	Kranken	NN	NN
65	14	in	APPR	APPR
65	15	ein	ART	ART
65	16	neu	ADJA	ADJD
65	17	gewaschenes	ADJA	ADJA
65	18	Bett	NN	NN
65	19	/	$(	$(
65	20	und	KON	KON
65	21	decke	VVFIN	VVFIN
65	22	ihn	APPR	PPER
65	23	wohl	ADV	ADV
65	24	warm	ADJD	ADJD
65	25	zu	PTKZU	PTKVZ
65	26	/	$(	$(
65	27	und	KON	KON
65	28	lege	VVFIN	VVFIN
65	29	ihm	PPER	PPER
65	30	zu	PTKZU	APPR
65	31	den	ART	ART
65	32	Füßen	NN	NN
65	33	warme	ADJA	ADJA
65	34	Ziegel	VVIMP	NN
65	35	/	$(	$(
65	36	als	KOKOM	KOKOM
65	37	warm	ADJD	ADJD
65	38	er	PPER	PPER
65	39	sie	PPER	PPER
65	40	leiden	VVINF	VVINF
65	41	kann	VMFIN	VMFIN
65	42	in	APPR	APPR
65	43	nasse	ADJA	ADJA
65	44	Tüchlein	NN	NN
65	45	gewickelt	VVPP	VVPP
65	46	/	$(	$(
65	47	darauf	PAV	PAV
65	48	soll	VMFIN	VMFIN
65	49	der	ART	ART
65	50	Kranke	ADJD	NN
65	51	die	ART	ART
65	52	Füße	NE	NN
65	53	halten	VVINF	VVINF
65	54	/	$(	$(
65	55	welches	PRELS	PWS
65	56	nicht	PTKNEG	PTKNEG
65	57	allein	ADV	ADV
65	58	zum	APPRART	APPRART
65	59	Schweiß	NN	NN
65	60	hilft	VVFIN	VVFIN
65	61	/	$(	$(
65	62	sondern	KON	KON
65	63	auch	ADV	ADV
65	64	die	ART	ART
65	65	Gift	NN	NN
65	66	vom	APPRART	APPRART
65	67	Herzen	NN	NN
65	68	abzieht	NN	VVFIN
65	69	.	$.	$.
66	1	Es	PPER	PPER
66	2	kommt	VVFIN	VVFIN
66	3	aber	ADV	ADV
66	4	oftmals	ADV	ADV
66	5	/	$(	$(
66	6	dass	ART	KOUS
66	7	der	ART	ART
66	8	Kranke	NN	NN
66	9	die	ART	ART
66	10	Arznei	NE	NN
66	11	von	APPR	APPR
66	12	sich	PRF	PRF
66	13	gibt	VVFIN	VVFIN
66	14	/	$(	$(
66	15	und	KON	KON
66	16	undäut	NE	VVFIN
66	17	sich	PRF	PRF
66	18	/	$(	$(
66	19	so	ADV	ADV
66	20	soll	VMFIN	VMFIN
66	21	man	PIS	PIS
66	22	ihm	PPER	PPER
66	23	zum	APPRART	APPRART
66	24	Anderen	ADJA	PIS
66	25	/	$(	$(
66	26	auch	ADV	ADV
66	27	so	ADV	ADV
66	28	es	PPER	PPER
66	29	von	APPR	APPR
66	30	Nöten	VVINF	NN
66	31	sein	VAINF	VAINF
66	32	wird	VAFIN	VAFIN
66	33	zum	APPRART	APPRART
66	34	dritten	CARD	ADJA
66	35	Mal	NN	NN
66	36	neue	ADJA	ADJA
66	37	Arznei	NE	NN
66	38	geben	VVINF	VVFIN
66	39	von	APPR	APPR
66	40	den	ART	ART
66	41	Vorigen	ADJA	NN
66	42	/	$(	$(
66	43	so	ADV	ADV
66	44	lang	ADJD	ADJD
66	45	er	PPER	PPER
66	46	es	PPER	PPER
66	47	bei	APPR	APPR
66	48	ihm	APPRART	PPER
66	49	behalten	VVINF	VVINF
66	50	könnte	VVFIN	VMFIN
66	51	/	$(	$(
66	52	dann	ADV	ADV
66	53	wo	PWAV	PWAV
66	54	die	ART	ART
66	55	Arznei	NE	NN
66	56	bei	APPR	APPR
66	57	ihm	PPER	PPER
66	58	bleibt	VVFIN	VVFIN
66	59	/	$(	$(
66	60	ist	VVFIN	VAFIN
66	61	es	PPER	PPER
66	62	eine	ART	ART
66	63	gute	ADJA	ADJA
66	64	Hoffnung	NN	NN
66	65	/	$(	$(
66	66	das	ART	ART
66	67	Gegenteil	NN	NN
66	68	aber	ADV	ADV
66	69	soll	VMFIN	VMFIN
66	70	man	PIS	PIS
66	71	halten	VVINF	VVFIN
66	72	wo	PWAV	PWAV
66	73	nichts	PIS	PIS
66	74	bei	APPR	APPR
66	75	ihm	PPER	PPER
66	76	bleibt	VVFIN	VVFIN
66	77	.	$.	$.
67	1	dann	ADV	ADV
67	2	die	ART	ART
67	3	Gift	NN	NN
67	4	ist	VAFIN	VAFIN
67	5	zu	PTKZU	PTKA
67	6	gewaltig	ADJD	ADJD
67	7	/	$(	$(
67	8	und	KON	KON
67	9	die	ART	ART
67	10	Arzenei	NE	NN
67	11	zu	PTKZU	PTKA
67	12	schwach	VVIMP	ADJD
67	13	.	$.	$.
68	1	so	ADV	ADV
68	2	er	PPER	PPER
68	3	aber	ADV	ADV
68	4	wohl	ADV	ADV
68	5	schwitzt	VVFIN	VVFIN
68	6	/	$(	$(
68	7	schaue	NN	VVFIN
68	8	man	PIS	PIS
68	9	darauf	PAV	PAV
68	10	/	$(	$(
68	11	dass	ART	KOUS
68	12	er	PPER	PPER
68	13	nicht	PTKNEG	PTKNEG
68	14	kalt	ADJD	ADJD
68	15	werde	VAFIN	VAFIN
68	16	/	$(	$(
68	17	dann	ADV	ADV
68	18	der	ART	ART
68	19	Schweiß	NN	NN
68	20	so	ADV	ADV
68	21	über	APPR	APPR
68	22	vier	CARD	CARD
68	23	Stunden	NN	NN
68	24	währt	VAFIN	VVFIN
68	25	/	$(	$(
68	26	und	KON	KON
68	27	etwas	PIS	ADV
68	28	länger	ADJD	ADJD
68	29	/	$(	$(
68	30	nach	APPR	APPR
68	31	der	ART	ART
68	32	Gelegenheit	NN	NN
68	33	/	$(	$(
68	34	und	KON	KON
68	35	Kraft	NN	NN
68	36	des	ART	ART
68	37	Kranken	NN	NN
68	38	/	$(	$(
68	39	dann	ADV	ADV
68	40	man	PIS	PIS
68	41	muss	VMFIN	VMFIN
68	42	ihm	PPER	PPER
68	43	helfen	VVINF	VVFIN
68	44	mit	APPR	APPR
68	45	Herzwassern	NN	NN
68	46	,	$,	$,
68	47	/	$(	$(
68	48	als	KOKOM	KOKOM
68	49	Boragen-	ADJA	TRUNC
68	50	/	$(	$(
68	51	und	KON	KON
68	52	Ochsenzungenwasser	NN	NN
68	53	/	$(	$(
68	54	mit	APPR	APPR
68	55	einem	ART	ART
68	56	roten	ADJA	ADJA
68	57	Scharlach	NN	NN
68	58	/	$(	$(
68	59	oder	KON	KON
68	60	mit	APPR	APPR
68	61	einem	ART	ART
68	62	Leinentüchlein	NN	NN
68	63	auflegen	VVINF	VVINF
68	64	/	$(	$(
68	65	und	KON	KON
68	66	wann	PWAV	PWAV
68	67	es	PPER	PPER
68	68	trucken	VVINF	VVINF
68	69	ist	VAFIN	VAFIN
68	70	worden	VAPP	VAPP
68	71	/	$(	$(
68	72	soll	VMFIN	VMFIN
68	73	man	PIS	PIS
68	74	es	PPER	PPER
68	75	wiederum	ADV	ADV
68	76	netzen	VVINF	VVFIN
68	77	.	$.	$.
69	1	inwendig	ADJD	ADJD
69	2	sind	VAFIN	VAFIN
69	3	auch	ADV	ADV
69	4	gut	ADJD	ADJD
69	5	zu	PTKZU	APPR
69	6	Stärkung	NN	NN
69	7	manus	NE	NE
69	8	Christi	NE	NE
69	9	perlatae	NE	NE
69	10	,	$,	$,
69	11	eingemachte	ADJA	ADJA
69	12	Violen	NN	NN
69	13	/	$(	$(
69	14	Rosen	NN	NN
69	15	/	$(	$(
69	16	Boragenblumen	NN	NN
69	17	/	$(	$(
69	18	und	KON	KON
69	19	dergleichen	PIS	PIS
69	20	/	$(	$(
69	21	damit	PAV	KOUS
69	22	man	PIS	PIS
69	23	dem	ART	ART
69	24	Kranken	NN	NN
69	25	in	APPR	APPR
69	26	seinem	PPOSAT	PPOSAT
69	27	Schweißbad	NN	NN
69	28	hilflich	ADJD	ADJD
69	29	mag	VMFIN	VMFIN
69	30	sein	VAINF	VAINF
69	31	.	$.	$.
70	1	darzu	PAV	ADV
70	2	dienen	VVINF	VVFIN
70	3	auch	ADV	ADV
70	4	in	APPR	APPR
70	5	der	ART	ART
70	6	Speise	VVIMP	NN
70	7	weiche	ADJA	ADJA
70	8	Eier	VVIMP	NN
70	9	/	$(	$(
70	10	Hühnersuppen	NE	NN
70	11	/	$(	$(
70	12	ein	ART	ART
70	13	gestoßenes	VVPP	ADJA
70	14	junges	ADJD	ADJA
70	15	Huhn	NE	NN
70	16	/	$(	$(
70	17	et cetera	ADV	FM
71	1	auch	FM	ADV
71	2	mag	FM	VMFIN
71	3	man	FM	PIS
71	4	solches	FM	PIS
71	5	in	FM	APPR
71	6	der	FM	ART
71	7	Apotheke	FM	NN
71	8	machen	FM	VVINF
71	9	lassen	VVINF	VVINF
71	10	.	$.	$.
71	11	R.	FM	NE
71	12	florum	FM	NN
71	13	rosarum	FM	ADJD
71	14	purpurearum	FM	NN
71	15	,	$,	$,
71	16	uiolarum	FM	NN
71	17	,	$,	$,
71	18	nenufaris	FM	NE
71	19	ana	FM	NE
71	20	z	FM	APPRART
71	21	2.	FM	ADJA
71	22	santalorum	FM	NN
71	23	alborum	FM	NN
71	24	&	$(	KON
71	25	rubeorum	FM	NN
71	26	,	$,	$,
71	27	coralli	FM	NE
71	28	rubei	FM	NE
71	29	,	$,	$,
71	30	cinnamomi	FM	NE
71	31	,	$,	$,
71	32	charyophyllorum	FM	NN
71	33	ana	FM	NE
71	34	z	FM	APPRART
71	35	3.	FM	ADJA
71	36	ossis	FM	NN
71	37	de	FM	NE
71	38	cornu	FM	NE
71	39	cerui	FM	NE
71	40	,	$,	$,
71	41	agallo	FM	NE
71	42	chi	FM	NE
71	43	,	$,	$,
71	44	croci	FM	NE
71	45	,	$,	$,
71	46	ana	FM	NE
71	47	z	FM	ADJA
71	48	s.	FM	ADV
71	49	demi.	FM	ADJA
71	50	Acesosæ	FM	NE
71	51	scrip	FM	NE
71	52	.	$.	$.
72	1	2.	FM	ADJA
72	2	caphiuræ	FM	NN
72	3	grana	FM	NE
72	4	2	FM	CARD
72	5	horum	FM	NN
72	6	pulueres	FM	ADJA
72	7	aquarum	FM	NN
72	8	boraginis	FM	NE
72	9	,	$,	$,
72	10	et	FM	FM
72	11	buglossæ	FM	NE
72	12	lib.	FM	NE
72	13	2.	FM	ADJA
72	14	&	$(	KON
72	15	aceti	FM	NE
72	16	rosacei	FM	NE
72	17	1.	FM	ADJA
72	18	commisceantur	FM	NN
72	19	.	$.	$.
73	1	darein	PAV	ADV
73	2	soll	VMFIN	VMFIN
73	3	man	PIS	PIS
73	4	tauchen	VVFIN	VVFIN
73	5	seidene	ADJA	ADJA
73	6	Tüchlein	NN	NN
73	7	und	KON	KON
73	8	laulich	ADJD	ADJD
73	9	warm	ADJD	ADJD
73	10	auf	APPR	APPR
73	11	das	ART	ART
73	12	Herz	NN	NN
73	13	legen	VVINF	VVINF
73	14	.	$.	$.
74	1	man	PIS	PIS
74	2	soll	VMFIN	VMFIN
74	3	auch	ADV	ADV
74	4	Achtung	NN	NN
74	5	haben	VAFIN	VAFIN
74	6	/	$(	$(
74	7	dass	ART	KOUS
74	8	der	ART	ART
74	9	Leib	NN	NN
74	10	nicht	PTKNEG	PTKNEG
74	11	gestopft	VVPP	VVPP
74	12	bleibe	VVFIN	VVFIN
74	13	/	$(	$(
74	14	sondern	KON	KON
74	15	muss	VMFIN	VMFIN
74	16	ihm	PPER	PPER
74	17	zur	PTKZU	APPRART
74	18	Hilfe	NN	NN
74	19	kommen	VVFIN	VVFIN
74	20	mit	APPR	APPR
74	21	Zäpflein	NE	NN
74	22	/	$(	$(
74	23	mit	APPR	APPR
74	24	Klistieren	VVINF	NN
74	25	/	$(	$(
74	26	und	KON	KON
74	27	auf	APPR	APPR
74	28	andere	ADJA	PIS
74	29	Weise	VVFIN	NN
74	30	/	$(	$(
74	31	wie	KOKOM	KOUS
74	32	man	PIS	PIS
74	33	gewöhnlich	ADJD	ADJD
74	34	pflegt	VVFIN	VVFIN
74	35	.	$.	$.
75	1	über	APPR	APPR
75	2	das	ART	ART
75	3	alles	PIS	PIS
75	4	ist	VAFIN	VAFIN
75	5	zu	PTKZU	PTKZU
75	6	merken	VVINF	VVINF
75	7	/	$(	$(
75	8	wie	KOKOM	KOUS
75	9	man	PIS	PIS
75	10	mit	APPR	APPR
75	11	den	ART	ART
75	12	Beulen	VVINF	NN
75	13	fortfaren	PTKVZ	VVINF
75	14	soll	VMFIN	VMFIN
75	15	/	$(	$(
75	16	welche	PWAT	PRELS
75	17	doch	ADV	ADV
75	18	nicht	PTKNEG	PTKNEG
75	19	einerlei	PIS	ADJA
75	20	Art	NN	NN
75	21	seien	VAINF	VAFIN
75	22	.	$.	$.
76	1	dieweil	KOUS	ADV
76	2	auch	ADV	ADV
76	3	die	ART	ART
76	4	Feuchtigkeiten	NN	NN
76	5	mancherlei	PIAT	PIS
76	6	sind	VAFIN	VAFIN
76	7	/	$(	$(
76	8	doch	ADV	KON
76	9	sind	VAFIN	VAFIN
76	10	gemeiniglich	ADJD	ADJD
76	11	die	ART	ART
76	12	Farben	NN	NN
76	13	der	ART	ART
76	14	Beulen	VVINF	NN
76	15	den	ART	ART
76	16	Feuchtigkeiten	NN	NN
76	17	gleichmäßig	ADJD	ADJD
76	18	/	$(	$(
76	19	und	KON	KON
76	20	daraus	PAV	PAV
76	21	zu	PTKZU	PTKZU
76	22	merken	VVINF	VVINF
76	23	ist	VAFIN	VAFIN
76	24	/	$(	$(
76	25	dass	ART	KOUS
76	26	nicht	PTKNEG	PTKNEG
76	27	allerlei	PIAT	PIAT
76	28	Beulen	VVINF	NN
76	29	gleich	ADV	ADJD
76	30	bald	ADV	ADV
76	31	zu	PTKZU	PTKZU
76	32	ärzneien	NN	ADJD
76	33	sind	VAFIN	VAFIN
76	34	.	$.	$.
77	1	das	ART	PDS
77	2	muss	VMFIN	VMFIN
77	3	man	PIS	PIS
77	4	aber	ADV	ADV
77	5	merken	VVINF	VVINF
77	6	/	$(	$(
77	7	dass	ART	KOUS
77	8	man	PIS	PIS
77	9	nicht	PTKNEG	PTKNEG
77	10	säumen	VVFIN	VVINF
77	11	muss	VMFIN	VMFIN
77	12	mit	APPR	APPR
77	13	der	ART	ART
77	14	Eröffnung	NN	NN
77	15	/	$(	$(
77	16	sondern	KON	KON
77	17	mit	APPR	APPR
77	18	allem	PIS	PIAT
77	19	Fleiß	NN	NN
77	20	eröffnen	VVINF	VVINF
77	21	/	$(	$(
77	22	und	KON	KON
77	23	keinerlei	PIAT	PIAT
77	24	Weise	VVFIN	NN
77	25	auflegen	VVINF	VVINF
77	26	/	$(	$(
77	27	was	PWS	PWS
77	28	zurücktreiben	PTKZU	VVINF
77	29	möchte	VMFIN	VMFIN
77	30	.	$.	$.
78	1	darum	PAV	PAV
78	2	sind	VAFIN	VAFIN
78	3	die	ART	PDS
78	4	nicht	PTKNEG	PTKNEG
78	5	närrisch	ADJD	ADJD
78	6	die	ART	ART
78	7	die	ART	ART
78	8	Beulen	VVINF	NN
78	9	mit	APPR	APPR
78	10	einem	ART	ART
78	11	las	VVFIN	ADJA
78	12	Eisen	VVINF	NN
78	13	aufreißen	VVINF	VVINF
78	14	/	$(	$(
78	15	und	KON	KON
78	16	um	APPR	APPR
78	17	die	ART	ART
78	18	Geschwulst	NN	NN
78	19	hacken	VVINF	VVINF
78	20	/	$(	$(
78	21	und	KON	KON
78	22	darauf	PAV	PAV
78	23	einen	ART	ART
78	24	Kopf	NN	NN
78	25	setzen	VVINF	VVINF
78	26	lassen	VVINF	VVINF
78	27	/	$(	$(
78	28	welches	PRELS	PWS
78	29	mit	APPR	APPR
78	30	Macht	VVFIN	NN
78	31	die	ART	ART
78	32	Gift	NN	NN
78	33	zu	PTKZU	APPR
78	34	sich	PRF	PRF
78	35	ziehen	VVINF	VVINF
78	36	mag	VMFIN	VMFIN
78	37	.	$.	$.
79	1	zudem	APPR	ADV
79	2	soll	VMFIN	VMFIN
79	3	man	PIS	PIS
79	4	ezliche	PIAT	ADJA
79	5	Arznei	NE	NN
79	6	gebrauchen	VVINF	VVINF
79	7	/	$(	$(
79	8	wie	KOKOM	KOUS
79	9	folgt	VVFIN	VVFIN
79	10	.	$.	$.
80	1	man	PIS	PIS
80	2	soll	VMFIN	VMFIN
80	3	eine	ART	ART
80	4	Zwiebel	NE	NN
80	5	oder	KON	KON
80	6	zwei	NE	CARD
80	7	nehmen	VVINF	VVINF
80	8	/	$(	$(
80	9	davon	PAV	PAV
80	10	schneide	VVFIN	VVFIN
80	11	man	PIS	PIS
80	12	die	ART	ART
80	13	Köpfe	NN	NN
80	14	/	$(	$(
80	15	und	KON	KON
80	16	daselbst	NE	ADV
80	17	sollen	VMFIN	VMFIN
80	18	sie	PPER	PPER
80	19	ein	ART	ART
80	20	wenig	PIS	PIS
80	21	ausgehöhlt	VVPP	VVPP
80	22	werden	VAINF	VAINF
80	23	/	$(	$(
80	24	und	KON	KON
80	25	darein	PAV	ADV
80	26	einen	ART	ART
80	27	guten	ADJA	ADJA
80	28	Theriak	NN	NN
80	29	einfüllen	VVINF	VVINF
80	30	/	$(	$(
80	31	und	KON	KON
80	32	wiederum	ADV	ADV
80	33	mit	APPR	APPR
80	34	dem	ART	ART
80	35	vorigen	ADJA	ADJA
80	36	abgeschnittenem	ADJA	ADJA
80	37	Teil	NN	NN
80	38	zustopfen	VVINF	VVINF
80	39	/	$(	$(
80	40	und	KON	KON
80	41	soll	VMFIN	VMFIN
80	42	also	ADV	ADV
80	43	in	APPR	APPR
80	44	der	ART	ART
80	45	Asche	NN	NN
80	46	gebraten	VVPP	VVPP
80	47	/	$(	$(
80	48	darnach	PAV	ADV
80	49	zerstoßen	NE	VVPP
80	50	und	KON	KON
80	51	auf	APPR	APPR
80	52	die	ART	ART
80	53	Beule	VVFIN	NN
80	54	wie	KOKOM	KOKOM
80	55	ein	ART	ART
80	56	Pflaster	NN	NN
80	57	gelegt	VVPP	VVPP
80	58	werden	VAINF	VAINF
80	59	.	$.	$.
81	1	denn	KON	KON
81	2	der	ART	ART
81	3	thiriack	NN	NN
81	4	treibt	VVFIN	VVFIN
81	5	nicht	PTKNEG	PTKNEG
81	6	zurück	VVINF	ADV
81	7	die	ART	ART
81	8	Gift	NN	NN
81	9	/	$(	$(
81	10	sondern	KON	KON
81	11	er	PPER	PPER
81	12	zieht	VVFIN	VVFIN
81	13	zu	PTKZU	APPR
81	14	sich	PRF	PRF
81	15	wie	KOKOM	KOKOM
81	16	man	PIS	PIS
81	17	sonst	ADV	ADV
81	18	weitläufig	ADJD	ADJD
81	19	in	APPR	APPR
81	20	der	ART	ART
81	21	Schule	VVINF	NN
81	22	pflegt	VVFIN	VVFIN
81	23	zu	PTKZU	PTKZU
81	24	disputieren	VVINF	VVINF
81	25	.	$.	$.
82	1	auch	ADV	ADV
82	2	mögen	VMFIN	VMFIN
82	3	die	ART	ART
82	4	armen	ADJA	ADJA
82	5	Leute	NN	NN
82	6	ein	ART	ART
82	7	Pflaster	NN	NN
82	8	machen	VVINF	VVFIN
82	9	von	APPR	APPR
82	10	saurem	ADJA	ADJA
82	11	Teig	NN	NN
82	12	/	$(	$(
82	13	altem	ADJD	ADJA
82	14	Schmer	NN	NN
82	15	/	$(	$(
82	16	Vitriol	NN	NN
82	17	/[28]|/[29]	XY	$(
82	18	Kalk	VVIMP	NN
82	19	/	$(	$(
82	20	Pech	VVIMP	NN
82	21	/	$(	$(
82	22	ein	ART	ART
82	23	jedes	PIAT	PIAT
82	24	ein	ART	ART
82	25	wenig	PIS	PIS
82	26	.	$.	$.
83	1	die	ART	PDS
83	2	mögen	VMFIN	VMFIN
83	3	auch	ADV	ADV
83	4	Schnitteln	VVINF	NN
83	5	von	APPR	APPR
83	6	dem	ART	ART
83	7	Rettich	NN	NN
83	8	auflegen	VVINF	VVINF
83	9	/	$(	$(
83	10	und	KON	KON
83	11	oftmals	ADV	ADV
83	12	dieselbigen	PDAT	ADJA
83	13	verneuern	ADJA	VVINF
83	14	/	$(	$(
83	15	dann	ADV	ADV
83	16	es	PPER	PPER
83	17	zieht	VVFIN	VVFIN
83	18	wohl	ADV	ADV
83	19	aus	APPR	PTKVZ
83	20	.	$.	$.
84	1	man	PIS	PIS
84	2	soll	VMFIN	VMFIN
84	3	auch	ADV	ADV
84	4	Kamillenblumen	NN	NN
84	5	/	$(	$(
84	6	Foenumgraecumsamen	NE	NN
84	8	gepulvert	VVPP	VVPP
84	9	ein	ART	ART
84	10	itzliches	NE	ADJA
84	11	zwei	CARD	CARD
84	12	Lot	NN	NN
84	13	nehmen	VVINF	VVINF
84	14	und	KON	KON
84	15	darzu	PAV	ADV
84	16	tue	VVFIN	VVFIN
84	17	man	PIS	PIS
84	18	auch	ADV	ADV
84	19	Leinsamen	VVIMP	NN
84	20	/	$(	$(
84	21	große	ADJD	ADJA
84	22	Pappelwurz	NN	NN
84	23	/	$(	$(
84	24	jedes	PIAT	PIAT
84	25	zwei	CARD	CARD
84	26	Lot	NN	NN
84	27	/	$(	$(
84	28	Sauerteig	ADJD	NN
84	29	von	APPR	APPR
84	30	Roggenmehl	VVINF	NN
84	31	2	NE	CARD
84	32	Lot	NN	NN
84	33	.	$.	$.
84	34	Tormentillwurz	NE	NN
84	35	/	$(	$(
84	36	das	ART	ART
84	37	Kraut	NN	NN
84	38	Valerian	NE	NE
84	39	/	$(	$(
84	40	Diptam	NE	NN
84	41	/	$(	$(
84	42	jedes	PIAT	PIAT
84	43	3	XY	CARD
84	44	Quent	NN	NE
84	45	/	$(	$(
84	46	Senfsamen	NN	NN
84	47	/	$(	$(
84	48	Taubenkot	NN	NN
84	49	ein	ART	ART
84	50	jedes	PIAT	PIAT
84	51	1	NE	CARD
84	52	Lot	NN	NN
84	53	weiße	VVFIN	ADJA
84	54	Lilien	NN	NN
84	55	und	KON	KON
84	56	Kamillenöl	NN	NN
84	57	jedes	PIAT	PIAT
84	58	vier	CARD	CARD
84	59	Lot	NN	NN
84	60	/	$(	$(
84	61	aus	APPR	APPR
84	62	dem	ART	PDS
84	63	mag	VMFIN	VMFIN
84	64	man	PIS	PIS
84	65	ein	ART	ART
84	66	Pflaster	NN	NN
84	67	machen	VVINF	VVINF
84	68	/	$(	$(
84	69	und	KON	KON
84	70	darauf	PAV	PAV
84	71	legen	VVINF	VVINF
84	72	/	$(	$(
84	73	denn	KON	KON
84	74	es	PPER	PPER
84	75	tut	VVFIN	VVFIN
84	76	in	APPR	APPR
84	77	diesen	PDAT	PDAT
